fips,obama_share_2008,obama_share_2012,votes_source
51061,0.42713112598264125,0.39277176205878217,mit_dataverse
51063,0.39076636508781265,0.3574045002616431,mit_dataverse
51065,0.4856694149980369,0.4622323319476037,mit_dataverse
51067,0.37864650997992205,0.34036020518965066,mit_dataverse
51069,0.38560633107223613,0.3486838489860966,mit_dataverse
51071,0.40949326491340604,0.3612066684308018,mit_dataverse
51073,0.359796067006555,0.35077529430067933,mit_dataverse
51075,0.3831396274478586,0.3511828764551258,mit_dataverse
51077,0.34349030470914127,0.29040865047043957,mit_dataverse
51079,0.3842615012106538,0.3646237393328161,mit_dataverse
51081,0.6388377327603847,0.6364190012180267,mit_dataverse
51083,0.4822551928783383,0.46525281572010546,mit_dataverse
51085,0.3279583274071967,0.3097632835517627,mit_dataverse
51087,0.5570447711110824,0.5522278585560987,mit_dataverse
51089,0.4409280190362879,0.41329167167407765,mit_dataverse
51091,0.37966537966537967,0.3248407643312102,mit_dataverse
51093,0.4287143071460719,0.42065587938733373,mit_dataverse
51095,0.4494987436209621,0.4335354025218235,mit_dataverse
51097,0.5176788124156545,0.4774281805745554,mit_dataverse
51099,0.4270574756540004,0.39532008830022075,mit_dataverse
51101,0.3986647591797806,0.37476185139527063,mit_dataverse
51103,0.4662727010665898,0.4523775319637983,mit_dataverse
51105,0.3488674542104693,0.2691185663679933,mit_dataverse
51107,0.5366810317010734,0.5153005123078845,mit_dataverse
51109,0.4545040057317788,0.42262338925358617,mit_dataverse
51111,0.4784070796460177,0.46808510638297873,mit_dataverse
51113,0.4272279444693238,0.3990021167221046,mit_dataverse
51115,0.35551470588235295,0.3362486043915147,mit_dataverse
51117,0.47255005967378333,0.45904357630828413,mit_dataverse
51119,0.3981018981018981,0.38980263157894735,mit_dataverse
51121,0.5173295943718791,0.4853324879904411,mit_dataverse
51125,0.5398991761957457,0.5055757575757576,mit_dataverse
51127,0.3496146531878691,0.3245686113393591,mit_dataverse
51131,0.5769814758578804,0.5763364658758281,mit_dataverse
51133,0.4472049689440994,0.42220164064567345,mit_dataverse
51135,0.4884087006296508,0.48846041484078295,mit_dataverse
51137,0.4497816593886463,0.42008071419836124,mit_dataverse
51139,0.40764269900856676,0.36409855299178723,mit_dataverse
51141,0.337475090845153,0.29265044194212375,mit_dataverse
51143,0.3750862550520816,0.35389980769857565,mit_dataverse
51145,0.2930962921970116,0.26331723027375203,mit_dataverse
51147,0.5433532168726033,0.5554713713605368,mit_dataverse
51149,0.4454579532675247,0.4356849058955503,mit_dataverse
51153,0.5751757507110055,0.5734398845694941,mit_dataverse
51155,0.39322259136212623,0.36049046321525885,mit_dataverse
51157,0.4778660612939841,0.4544411292173514,mit_dataverse
51159,0.4320427236315087,0.41750663129973475,mit_dataverse
51161,0.38866110838646395,0.3653279184645723,mit_dataverse
51163,0.4263854830799412,0.4016900854868822,mit_dataverse
51165,0.31358372832543346,0.28867664773705043,mit_dataverse
51167,0.42909344005568123,0.307577763070814,mit_dataverse
51169,0.2759493670886076,0.23969175340272217,mit_dataverse
51171,0.35956926598345734,0.33391833995767306,mit_dataverse
51173,0.3445781173792879,0.3264459575800266,mit_dataverse
51175,0.48549685673320836,0.4789507772020725,mit_dataverse
51177,0.460467180824502,0.4340738951943975,mit_dataverse
51179,0.46372734649715985,0.4486737203505934,mit_dataverse
51181,0.6071676300578035,0.5979572887650882,mit_dataverse
51183,0.6155137050158493,0.6172794117647059,mit_dataverse
51185,0.3279995310943087,0.20646289194676293,mit_dataverse
51187,0.4338955723676051,0.3863935800694694,mit_dataverse
51191,0.32910204081632655,0.2760611735330836,mit_dataverse
51193,0.5463769846006924,0.5289408866995073,mit_dataverse
51195,0.35330315461875794,0.25036622719403384,mit_dataverse
51197,0.3287967336482267,0.30611749474024924,mit_dataverse
51199,0.4041655603740744,0.3882720230907431,mit_dataverse
51510,0.717312830424649,0.7110514772990424,mit_dataverse
51515,0.44184345281638626,0.43672014260249553,mit_dataverse
51520,0.3621415953254518,0.3373493975903614,mit_dataverse
51530,0.4572843582335947,0.36381631037212986,mit_dataverse
51540,0.7835262422670126,0.7574436849107675,mit_dataverse
51550,0.5021716687902829,0.49854652479058187,mit_dataverse
51570,0.2895242400271217,0.2949907235621521,mit_dataverse
51580,0.5539507221750213,0.5660944206008584,mit_dataverse
51590,0.5912876974629009,0.6047317362898436,mit_dataverse
51595,0.6503630110813909,0.6650593471810089,mit_dataverse
51600,0.5768555886997719,0.5719322383695933,mit_dataverse
51610,0.6955555555555556,0.6892523364485982,mit_dataverse
51620,0.6367743392816806,0.6497706422018349,mit_dataverse
51630,0.6360442285832386,0.6235026667832474,mit_dataverse
51640,0.4379683597002498,0.3952569169960474,mit_dataverse
51650,0.6905347129211251,0.7063618589261543,mit_dataverse
51660,0.5754003407155025,0.5549926248957866,mit_dataverse
51670,0.5549139017219655,0.5734691617761045,mit_dataverse
51678,0.6224283985478015,0.5530331224413845,mit_dataverse
