fips,year,crude_rate,population,death_supp
19157,2007,270.3206562266965,10728,0
19157,2008,282.2732404968009,10628,0
19159,2005,230.12752900565732,2661,1
19159,2006,417.7744018230156,2633,0
19159,2007,253.61399949277202,2624,1
19159,2008,251.58498540807085,2589,1
19161,2005,303.40888809566303,5603,0
19161,2006,178.34849295523455,5607,0
19161,2007,288.08066258552395,5554,0
19161,2008,433.76106994397253,5533,0
19163,2005,292.0634920634921,94500,0
19163,2006,344.93637606478075,95090,0
19163,2007,302.6019580126695,95505,0
19163,2008,318.65314553210925,96343,0
19165,2005,288.7537993920973,6580,0
19165,2006,167.42770167427702,6570,0
19165,2007,226.4834667069304,6623,0
19165,2008,413.03350160624143,6537,0
19167,2005,148.41029739140362,17519,0
19167,2006,169.1665726852374,17734,0
19167,2007,230.63509028519996,17777,0
19167,2008,167.42940060274586,17918,0
19169,2005,156.8832527127729,53543,0
19169,2006,168.3193677046361,54658,0
19169,2007,161.56828953037484,55704,0
19169,2008,185.97566375599993,56459,0
19171,2005,289.01734104046244,9688,0
19171,2006,369.6478077831399,9739,0
19171,2007,319.7854342892511,9694,0
19171,2008,217.66169154228857,9648,0
19173,2005,230.12752900565732,3452,1
19173,2006,212.31422505307856,3450,1
19173,2007,253.61399949277202,3400,1
19173,2008,418.66028708133973,3344,0
19175,2005,220.7505518763797,6795,0
19175,2006,319.442427762451,6887,0
19175,2007,449.79686593151484,6892,0
19175,2008,462.0938628158845,6925,0
19177,2005,338.49129593810443,4136,0
19177,2006,479.96160307175427,4167,0
19177,2007,430.5190145898111,4181,0
19177,2008,435.20309477756285,4136,0
19179,2005,394.1605839416058,20550,0
19179,2006,447.84111376137855,20543,0
19179,2007,417.8957718780727,20340,0
19179,2008,353.7562030167543,20353,0
19181,2005,246.32499006754074,25170,0
19181,2006,246.23803009575923,25585,0
19181,2007,265.7935285053929,25960,0
19181,2008,311.68041354669504,26309,0
19183,2005,249.6126699948356,11618,0
19183,2006,306.53950953678475,11744,0
19183,2007,227.5792312879299,11864,0
19183,2008,327.538422776518,11907,0
19185,2005,298.06259314456037,3355,0
19185,2006,446.82752457551385,3357,0
19185,2007,305.25030525030525,3276,0
19185,2008,363.6363636363636,3300,0
19187,2005,362.41857051105603,21798,0
19187,2006,388.41162493145674,21884,0
19187,2007,428.4216763137505,21941,0
19187,2008,442.2156371096421,21935,0
19189,2005,304.73135525260625,6235,0
19189,2006,374.5928338762215,6140,0
19189,2007,293.87755102040813,6125,0
19189,2008,277.460421086992,6127,0
19191,2005,193.05019305019306,11914,0
19191,2006,184.87394957983193,11900,0
19191,2007,192.51694986189,11947,0
19191,2008,227.04339051463168,11892,0
19193,2005,310.04511330581244,57411,0
19193,2006,338.75338753387535,57564,0
19193,2007,319.5443020388316,57582,0
19193,2008,331.0454797559623,57696,0
19195,2005,208.52641334569046,4316,1
19195,2006,302.39590602465694,4299,0
19195,2007,300.36968576709796,4328,0
19195,2008,324.22417786012045,4318,0
19197,2005,425.298394841542,7289,0
19197,2006,333.425951653237,7198,0
19197,2007,405.9918801623968,7143,0
19197,2008,364.86107213022734,7126,0
20001,2005,527.0786664909738,7589,0
20001,2006,544.4887118193891,7530,0
20001,2007,443.608011829547,7439,0
20001,2008,572.6752113444232,7334,0
20003,2005,617.1374317588417,4213,0
20003,2006,262.5298329355609,4190,0
20003,2007,286.0548271752086,4195,0
20003,2008,378.3400331047529,4229,0
20005,2005,410.94408997512704,9247,0
20005,2006,385.1915257864327,9346,0
20005,2007,364.33776253750534,9332,0
20005,2008,364.0256959314775,9340,0
20007,2005,289.42908987298114,2613,1
20007,2006,335.69563595673253,2681,1
20007,2007,560.9573672400898,2674,0
20007,2008,452.14770158251696,2654,0
20009,2005,259.0501494520093,15055,0
20009,2006,351.7854772335059,15066,0
20009,2007,331.4111486710413,15087,0
20009,2008,403.78632422056,15107,0
20011,2005,556.9306930693069,8080,0
20011,2006,596.7180507210343,8044,0
20011,2007,348.7358326068004,8029,0
20011,2008,473.5202492211838,8025,0
20013,2005,552.3844595838704,5431,0
20013,2006,537.9335930254127,5391,0
20013,2007,405.3805048829924,5427,0
20013,2008,500.27793218454696,5397,0
20015,2005,339.23014382236676,35669,0
20015,2006,298.07904614705234,36232,0
20015,2007,354.9100439542439,36629,0
20015,2008,361.38079827400213,37080,0
20017,2005,289.42908987298114,1607,1
20017,2006,807.9552517091362,1609,0
20017,2007,347.6756333246278,1566,1
20017,2008,334.167352353445,1539,1
20019,2005,535.5404089581305,2054,0
20019,2006,336.58964243221243,1997,1
20019,2007,347.6756333246278,1955,1
20019,2008,926.4024704065878,1943,0
20021,2005,709.7919019196645,12398,0
20021,2006,529.7800610049767,12458,0
20021,2007,603.330383718124,12431,0
20021,2008,559.8377281947262,12325,0
20023,2005,289.42908987298114,1413,1
20023,2006,336.58964243221243,1415,1
20023,2007,347.6756333246278,1407,1
20023,2008,334.167352353445,1388,1
20025,2005,289.42908987298114,1129,1
20025,2006,336.58964243221243,1086,1
20025,2007,347.6756333246278,1079,1
20025,2008,334.1673523534449,1105,1
20027,2005,287.6106194690265,4520,0
20027,2006,286.7225408028231,4534,0
20027,2007,457.9153946794592,4586,0
20027,2008,365.8274155369055,4647,0
20029,2005,316.39311844967375,5057,0
20029,2006,543.8066465256798,4965,0
20029,2007,484.94645382905634,4949,0
20029,2008,380.8378432551614,4989,0
20031,2005,430.5043050430504,4878,0
20031,2006,369.4581280788177,4872,0
20031,2007,291.72744321733694,4799,0
20031,2008,291.90992493744784,4796,0
20033,2005,289.4290898729811,976,1
20033,2006,336.58964243221243,929,1
20033,2007,347.6756333246278,956,1
20033,2008,334.167352353445,1007,1
20035,2005,460.55266319583495,19976,0
20035,2006,443.868136252556,20051,0
20035,2007,399.84203771349587,20258,0
20035,2008,406.96249080657026,20395,0
20037,2005,357.3607600453238,22946,0
20037,2006,333.17467872441694,23111,0
20037,2007,496.09594064104226,23181,0
20037,2008,368.07690642185946,23093,0
20039,2005,289.42908987298114,1573,1
20039,2006,336.58964243221243,1582,1
20039,2007,347.6756333246278,1543,1
20039,2008,334.167352353445,1560,1
20041,2005,525.7623554153523,10461,0
20041,2006,189.50161076369147,10554,0
20041,2007,264.7754137115839,10575,0
20041,2008,414.5173176123802,10856,0
20043,2005,412.4656278643446,4364,0
20043,2006,363.38859868271635,4403,0
20043,2007,202.47469066366702,4445,1
20043,2008,290.3081732916481,4478,0
20045,2005,191.4578145018498,69467,0
20045,2006,195.62813642936123,70542,0
20045,2007,187.70199133465994,70857,0
20045,2008,173.7887345657384,71351,0
20047,2005,289.42908987298114,1722,1
20047,2006,336.58964243221243,1682,1
20047,2007,347.6756333246278,1690,1
20047,2008,334.167352353445,1677,1
20049,2005,820.7070707070708,1584,0
20049,2006,696.2025316455696,1580,0
20049,2007,347.6756333246278,1575,1
20049,2008,334.1673523534449,1574,1
20051,2005,223.3894825816579,16563,0
20051,2006,184.07457989430554,16841,0
20051,2007,295.40352120997284,16926,0
20051,2008,250.14543339150669,17190,0
20053,2005,290.6208718626156,3785,0
20053,2006,365.7262277951933,3828,0
20053,2007,257.53283543651816,3883,0
20053,2008,283.43210512754445,3881,0
20055,2005,252.9551977428613,20557,0
20055,2006,299.43059100726487,20372,0
20055,2007,284.28927680798006,20050,0
20055,2008,285.7142857142857,19950,0
20057,2005,278.1176994103905,17978,0
20057,2006,246.6920834267773,17836,0
20057,2007,245.61795243943286,17914,0
20057,2008,245.45353118375544,17926,0
20059,2005,256.46357524086784,14427,0
20059,2006,377.0480564886543,14587,0
20059,2007,366.8727495074393,14719,0
20059,2008,358.5441753483967,14782,0
20061,2005,367.8102606379606,15769,0
20061,2006,313.5567168767292,16265,0
20061,2007,362.6974857072601,16267,0
20061,2008,327.27683105744273,17722,0
20063,2005,289.42908987298114,1453,1
20063,2006,336.58964243221243,1445,1
20063,2007,347.6756333246278,1410,1
20063,2008,334.167352353445,1370,1
20065,2005,289.4290898729811,1440,1
20065,2006,336.58964243221243,1428,1
20065,2007,347.6756333246279,1395,1
20065,2008,334.1673523534449,1412,1
20067,2005,212.31422505307856,4239,1
20067,2006,234.46658851113713,4265,0
20067,2007,255.93299208934388,4298,0
20067,2008,212.0640904806786,4244,1
20069,2005,347.66118836915297,3164,0
20069,2006,316.4556962025316,3160,0
20069,2007,451.4672686230248,3101,0
20069,2008,351.88739603326934,3126,0
20071,2005,289.42908987298114,690,1
20071,2006,336.58964243221243,699,1
20071,2007,347.6756333246278,699,1
20071,2008,334.167352353445,703,1
20073,2005,624.5120999219359,3843,0
20073,2006,536.480686695279,3728,0
20073,2007,452.8502930207778,3754,0
20073,2008,568.6433793663688,3693,0
20075,2005,289.42908987298114,1358,1
20075,2006,336.58964243221243,1363,1
20075,2007,347.6756333246278,1402,1
20075,2008,334.1673523534449,1413,1
20077,2005,599.1800693787449,3171,0
20077,2006,599.7474747474747,3168,0
20077,2007,348.4320557491289,3157,0
20077,2008,535.0960025180989,3177,0
20079,2005,300.62858704564087,18295,0
20079,2006,382.01266099105,18324,0
20079,2007,358.9492576276717,18387,0
20079,2008,334.4301202869626,18539,0
20081,2005,289.4290898729811,2308,1
20081,2006,520.1560468140442,2307,0
20081,2007,347.6756333246278,2304,1
20081,2008,334.167352353445,2317,1
20083,2005,289.4290898729811,1058,1
20083,2006,336.58964243221243,1048,1
20083,2007,347.6756333246278,1017,1
20083,2008,334.1673523534449,1020,1
20085,2005,338.0662609871535,7395,0
20085,2006,414.88222698072803,7472,0
20085,2007,321.9315895372233,7455,0
20085,2008,554.8037889039242,7390,0
20087,2005,342.99124469717486,11079,0
20087,2006,425.9947430435965,11033,0
20087,2007,416.93102510649874,11033,0
20087,2008,335.60090702947844,11025,0
20089,2005,289.42908987298114,1699,1
20089,2006,336.58964243221243,1671,1
20089,2007,347.6756333246278,1661,1
20089,2008,334.1673523534449,1652,1
20091,2005,206.97015801749836,308257,0
20091,2006,206.52622883106153,314730,0
20091,2007,198.54545909338202,319826,0
20091,2008,212.8164142744069,324693,0
20093,2005,289.42908987298114,2207,1
20093,2006,336.58964243221243,2149,1
20093,2007,347.6756333246278,2114,1
20093,2008,334.167352353445,2093,1
20095,2005,209.7902097902098,4290,1
20095,2006,211.21802393804273,4261,1
20095,2007,427.8583313525077,4207,0
20095,2008,312.2748018256065,4163,0
20097,2005,289.42908987298114,1615,1
20097,2006,336.58964243221243,1605,1
20097,2007,347.6756333246278,1603,1
20097,2008,334.167352353445,1316,1
20099,2005,485.5167873601053,12152,0
20099,2006,507.28195058091967,12222,0
20099,2007,508.94762764734855,12182,0
20099,2008,451.37464095199016,12185,0
20101,2005,289.42908987298114,983,1
20101,2006,336.58964243221243,942,1
20101,2007,347.6756333246278,937,1
20101,2008,334.167352353445,935,1
20103,2005,283.06159420289856,44160,0
20103,2006,304.7491936380825,44955,0
20103,2007,276.7649255370558,45526,0
20103,2008,303.6876355748373,46100,0
20105,2005,289.42908987298114,1819,1
20105,2006,336.58964243221243,1783,1
20105,2007,783.8745800671893,1786,0
20105,2008,334.1673523534449,1793,1
20107,2005,250.4024324807727,5591,0
20107,2006,501.70220390611,5581,0
20107,2007,438.35616438356163,5475,0
20107,2008,500.27793218454696,5397,0
20109,2005,289.42908987298114,1516,1
20109,2006,336.58964243221243,1486,1
20109,2007,347.6756333246278,1492,1
20109,2008,334.1673523534449,1484,1
20111,2005,340.8029878618114,21420,0
20111,2006,266.7789946644201,21366,0
20111,2007,341.32884462523964,21387,0
20111,2008,194.80210956430844,21047,0
20113,2005,315.45741324921136,16167,0
20113,2006,378.8584559965219,16101,0
20113,2007,308.96619909781873,16183,0
20113,2008,291.9435989813032,16099,0
20115,2005,279.08343125734433,6808,0
20115,2006,339.4833948339483,6775,0
20115,2007,402.80471430702676,6703,0
20115,2008,253.80710659898475,6698,0
20117,2005,365.0301149844862,5479,0
20117,2006,309.6539162112933,5490,0
20117,2007,310.5590062111801,5474,0
20117,2008,328.34731849689894,5482,0
20119,2005,289.42908987298114,2310,1
20119,2006,336.58964243221243,2320,1
20119,2007,573.1922398589065,2268,0
20119,2008,434.97172683775557,2299,0
20121,2005,310.3312080347571,17723,0
20121,2006,392.8729526339088,18072,0
20121,2007,306.43513789581203,18601,0
20121,2008,316.04885365331046,18668,0
20123,2005,325.25133057362507,3382,0
20123,2006,385.7566765578635,3370,0
20123,2007,503.1074282332051,3379,0
20123,2008,444.5761707172495,3374,0
20125,2005,495.9446195174872,19357,0
20125,2006,506.86053655539627,19532,0
20125,2007,508.130081300813,19680,0
20125,2008,576.4717885930007,19602,0
20127,2005,442.1983575489577,3166,0
20127,2006,443.74009508716324,3155,0
20127,2007,378.54889589905366,3170,0
20127,2008,466.8534080298786,3213,0
20129,2005,289.4290898729811,1775,1
20129,2006,336.58964243221243,1776,1
20129,2007,347.6756333246279,1727,1
20129,2008,334.167352353445,1718,1
20131,2005,268.5593708037598,5213,0
20131,2006,382.7751196172249,5225,0
20131,2007,341.6856492027335,5268,0
20131,2008,359.0325018896447,5292,0
20133,2005,363.87694343367514,9069,0
20133,2006,478.0433574207894,8995,0
20133,2007,431.32050431320505,9042,0
20133,2008,474.77089543999114,9057,0
20135,2005,289.42908987298114,1656,1
20135,2006,336.58964243221243,1626,1
20135,2007,347.6756333246278,1636,1
20135,2008,334.1673523534449,1601,1
20137,2005,265.87887740029544,3385,1
20137,2006,264.70588235294116,3400,1
20137,2007,265.80035440047254,3386,1
20137,2008,644.0281030444966,3416,0
20139,2005,429.7378599054577,9308,0
20139,2006,398.6209868562809,9282,0
20139,2007,400.6930907515703,9234,0
20139,2008,347.82608695652175,9200,0
20141,2005,289.42908987298114,2028,1
20141,2006,336.58964243221243,2035,1
20141,2007,542.4063116370809,2028,0
20141,2008,334.167352353445,1986,1
20143,2005,626.491646778043,3352,0
20143,2006,297.000297000297,3367,0
20143,2007,296.2085308056872,3376,0
20143,2008,325.34753031647443,3381,0
20145,2005,331.12582781456956,3926,0
20145,2006,409.8360655737705,3904,0
20145,2007,355.7814485387548,3935,0
20145,2008,354.0718259989884,3954,0
20147,2005,411.80507892930683,2914,0
20147,2006,308.3247687564234,2919,1
20147,2007,509.5108695652174,2944,0
20147,2008,474.89823609226596,2948,0
20149,2005,320.63026749725174,10916,0
20149,2006,316.05562579013906,11074,0
20149,2007,184.38844499078058,11389,0
20149,2008,292.80055115397863,11612,0
20151,2005,287.411381490707,5219,0
20151,2006,323.99466361730515,5247,0
20151,2007,417.9331306990881,5264,0
20151,2008,358.0851865812288,5306,0
20153,2005,289.42908987298114,1368,1
20153,2006,336.58964243221243,1359,1
20153,2007,347.6756333246278,1368,1
20153,2008,334.167352353445,1348,1
20155,2005,407.71349862258955,36300,0
20155,2006,382.3302893607658,36356,0
20155,2007,375.80480256431514,36189,0
20155,2008,395.3006219765031,36175,0
20157,2005,289.4290898729811,2666,1
20157,2006,336.58964243221243,2639,1
20157,2007,340.6510219530659,2642,1
20157,2008,334.1673523534449,2606,1
20159,2005,377.35849056603774,5565,0
20159,2006,471.441523118767,5515,0
20159,2007,367.37692872887584,5444,0
20159,2008,438.0361379813835,5479,0
20161,2005,136.03208480896873,42637,0
20161,2006,128.1676522834079,44473,0
20161,2007,109.84330516263533,44609,0
20161,2008,138.91903624918604,46070,0
20163,2005,424.3281471004243,2828,0
20163,2006,421.6444132115249,2846,0
20163,2007,315.3468815697267,2854,1
20163,2008,349.7726477789437,2859,0
20165,2005,289.4290898729811,1783,1
20165,2006,336.58964243221243,1746,1
20165,2007,347.6756333246278,1752,1
20165,2008,668.8963210702341,1794,0
20167,2005,646.551724137931,3712,0
20167,2006,537.0569280343716,3724,0
20167,2007,397.87798408488067,3770,0
20167,2008,350.1211957985456,3713,0
20169,2005,333.4603658536585,31488,0
20169,2006,388.65015166835184,31648,0
20169,2007,370.77769049489393,31825,0
20169,2008,383.57542602024773,31806,0
20171,2005,289.42908987298114,2668,1
20171,2006,336.58964243221243,2622,1
20171,2007,346.28703347441325,2599,1
20171,2008,459.2422502870264,2613,0
20173,2005,392.4893472397839,273638,0
20173,2006,366.3215184117165,277079,0
20173,2007,366.2638594742743,280945,0
20173,2008,357.2254092332262,285534,0
20175,2005,313.404050144648,12444,0
20175,2006,289.738430583501,12425,0
20175,2007,247.96032634778436,12502,0
20175,2008,279.41880887753473,12526,0
20177,2005,330.9589907232689,101221,0
20177,2006,391.7218087926329,101858,0
20177,2007,395.615988746923,102372,0
20177,2008,406.34994701896625,102867,0
20179,2005,289.42908987298114,1387,1
20179,2006,336.58964243221243,1391,1
20179,2007,347.6756333246279,1381,1
20179,2008,334.1673523534449,1395,1
20181,2005,415.67695961995247,3368,0
20181,2006,364.29872495446267,3294,0
20181,2007,576.2814680012133,3297,0
20181,2008,272.4795640326975,3303,1
20183,2005,574.1626794258373,2090,0
20183,2006,336.58964243221243,2045,1
20183,2007,347.6756333246278,2027,1
20183,2008,334.1673523534449,2000,1
20185,2005,456.62100456621005,2409,0
20185,2006,460.44370029300967,2389,0
20185,2007,543.2511491851233,2393,0
20185,2008,422.11903756859436,2369,0
20187,2005,289.42908987298114,1195,1
20187,2006,336.58964243221243,1202,1
20187,2007,347.6756333246279,1178,1
20187,2008,334.167352353445,1174,1
20189,2005,403.7685060565276,2972,0
20189,2006,343.17089910775564,2914,0
20189,2007,314.4654088050315,2862,1
20189,2008,346.1405330564209,2889,0
20191,2005,292.141396435875,13692,0
20191,2006,499.3757802746567,13617,0
20191,2007,456.31853978067267,13587,0
20191,2008,403.55125100887807,13629,0
20193,2005,610.7587502936341,4257,0
20193,2006,308.05687203791473,4220,0
20193,2007,400.75436115040077,4242,0
20193,2008,212.36432279377067,4238,1
20195,2005,289.42908987298114,1619,1
20195,2006,336.58964243221243,1611,1
20195,2007,347.6756333246278,1615,1
20195,2008,334.167352353445,1616,1
20197,2005,329.9492385786802,3940,0
20197,2006,585.6888209829386,3927,0
20197,2007,302.2670025188917,3970,0
20197,2008,272.6822012890431,4034,0
20199,2005,289.42908987298114,781,1
20199,2006,336.58964243221243,800,1
20199,2007,347.6756333246278,766,1
20199,2008,334.1673523534449,737,1
20201,2005,289.42908987298114,3078,1
20201,2006,490.19607843137254,3060,0
20201,2007,394.9967083607637,3038,0
20201,2008,298.2107355864811,3018,1
20203,2005,289.4290898729811,1276,1
20203,2006,336.58964243221243,1248,1
20203,2007,347.6756333246279,1221,1
20203,2008,334.167352353445,1209,1
20205,2005,489.3657067570111,5313,0
20205,2006,416.6666666666667,5280,0
20205,2007,661.1258027956177,5294,0
20205,2008,441.7130785481083,5207,0
20207,2005,629.9212598425197,1905,0
20207,2006,336.58964243221243,1885,1
20207,2007,693.3333333333333,1875,0
20207,2008,798.7220447284345,1878,0
20209,2005,497.8338103776632,89789,0
20209,2006,491.0147638452802,89814,0
20209,2007,439.214294428855,90161,0
20209,2008,506.463491501808,90431,0
21001,2005,367.6124045621642,10609,0
21001,2006,402.207464222243,10691,0
21001,2007,315.51596139569415,10776,0
21001,2008,446.0137520906894,10762,0
21003,2005,514.7191620010835,11074,0
21003,2006,374.0981562305157,11227,0
21003,2007,429.3349688951196,11413,0
21003,2008,442.82365199270646,11517,0
21005,2005,288.5408079142622,12130,0
21005,2006,435.02779344235887,12413,0
21005,2007,386.9541182974019,12663,0
21005,2008,354.55404979514657,12692,0
21007,2005,599.6691480562448,4836,0
21007,2006,623.8303181534623,4809,0
21007,2007,393.7007874015748,4826,0
21007,2008,394.0273745333886,4822,0
21009,2005,387.286886971164,23755,0
21009,2006,363.42370190901875,23939,0
21009,2007,441.09159864786875,24258,0
21009,2008,447.5099560701236,24357,0
21011,2005,487.0848708487085,6775,0
21011,2006,425.4694835680751,6816,0
21011,2007,635.71850975754,6764,0
21011,2008,619.4690265486726,6780,0
21013,2005,643.7151560434509,17399,0
21013,2006,571.263704558569,17330,0
21013,2007,678.3395176252319,17248,0
21013,2008,637.8660481298928,17245,0
21015,2005,281.2786523489099,64349,0
21015,2006,260.6677917068467,66368,0
21015,2007,295.6143189104921,67994,0
21015,2008,286.80550551271887,69385,0
21017,2005,416.80843824430076,11756,0
21017,2006,367.678495083369,11695,0
21017,2007,392.32409381663115,11725,0
21017,2008,458.32626039721606,11782,0
21019,2005,526.1027923917442,29652,0
21019,2006,438.3155197410567,29659,0
21019,2007,536.1020629750271,29472,0
21019,2008,618.7740114915174,29413,0
21021,2005,403.9551428915953,16586,0
21021,2006,356.5816511543576,16546,0
21021,2007,482.18913868965103,16591,0
21021,2008,439.75903614457826,16600,0
21023,2005,380.38038038038036,4995,0
21023,2006,443.19097502014506,4964,0
21023,2007,464.9282393369719,4947,0
21023,2008,425.6181597081476,4934,0
21025,2005,840.9870532256281,9037,0
21025,2006,689.1876624110271,8851,0
21025,2007,678.7070056367193,8693,0
21025,2008,766.728624535316,8608,0
21027,2005,488.6135590262629,11461,0
21027,2006,509.03984553273654,11394,0
21027,2007,517.9558011049724,11584,0
21027,2008,532.3259208379841,11647,0
21029,2005,341.20121523720496,42790,0
21029,2006,326.1443763063001,43539,0
21029,2007,375.5656108597285,44200,0
21029,2008,331.42985108050607,44655,0
21031,2005,561.7243631613325,7655,0
21031,2006,537.9165573340331,7622,0
21031,2007,397.1405877680699,7554,0
21031,2008,648.2338933721392,7559,0
21033,2005,639.8293788323114,7502,0
21033,2006,614.3982903699746,7487,0
21033,2007,520.694259012016,7490,0
21033,2008,492.87331823631274,7507,0
21035,2005,281.882245964992,21995,0
21035,2006,308.71101964117935,22351,0
21035,2007,325.03673360345516,22459,0
21035,2008,297.8439653256279,22495,0
21037,2005,388.56927284730733,53015,0
21037,2006,418.54354354354354,53280,0
21037,2007,373.55946132725677,53539,0
21037,2008,327.07067328241436,53811,0
21039,2005,334.22459893048125,2992,0
21039,2006,502.1760964178105,2987,0
21039,2007,724.8878149810148,2897,0
21039,2008,731.96235622168,2869,0
21041,2005,729.2327203551046,6308,0
21041,2006,601.3609748377908,6319,0
21041,2007,440.3900597672224,6358,0
21041,2008,483.0917874396135,6417,0
21043,2005,533.1862474719618,16317,0
21043,2006,607.250199349813,16303,0
21043,2007,552.0456357725573,16303,0
21043,2008,565.9100695085193,16257,0
21045,2005,421.0753616929389,9262,0
21045,2006,516.0735404795183,9301,0
21045,2007,494.4110060189166,9304,0
21045,2008,484.7570828395992,9283,0
21047,2005,359.35968637700097,42854,0
21047,2006,420.99150758510564,41331,0
21047,2007,391.0523498056377,42961,0
21047,2008,379.68335840676264,41877,0
21049,2005,419.787244192148,20963,0
21049,2006,530.5542396968261,21110,0
21049,2007,418.4690615008463,21268,0
21049,2008,428.25544731516777,21249,0
21051,2005,654.9153487075873,14353,0
21051,2006,441.11468981935303,14282,0
21051,2007,604.4229538505298,14063,0
21051,2008,573.0248549530836,13961,0
21053,2005,477.00170357751284,5870,0
21053,2006,574.7126436781609,5916,0
21053,2007,756.1754327003864,5951,0
21053,2008,570.5655311293841,5959,0
21055,2005,540.0372439478585,5370,0
21055,2006,349.5217071376012,5436,0
21055,2007,686.8386857248933,5387,0
21055,2008,442.1518054532056,5428,0
21057,2005,556.9620253164557,3950,0
21057,2006,560.5095541401274,3925,0
21057,2007,752.46497145822525,3854,0
21057,2008,708.1038552321007,3813,0
21059,2005,408.2007906591891,54385,0
21059,2006,411.8676191864703,54872,0
21059,2007,371.9485772064134,55384,0
21059,2008,430.94160741219565,55692,0
21061,2005,410.12586621411396,7071,0
21061,2006,467.7533664068037,7055,0
21061,2007,298.1683941502201,7043,0
21061,2008,508.0440304826418,7086,0
21063,2005,546.1993627674101,4394,0
21063,2006,506.8312031732041,4538,0
21063,2007,588.2352941176471,4590,0
21063,2008,375.9398496240601,4788,0
21065,2005,630.6306306306307,8880,0
21065,2006,576.0108425570363,8854,0
21065,2007,555.3666553326533,8823,0
21065,2008,616.50873387373,8759,0
21067,2005,303.06920359217935,179167,0
21067,2006,311.97728673298707,181744,0
21067,2007,313.21540628279655,183899,0
21067,2008,294.52231490239916,186064,0
21069,2005,472.9809625162587,8457,0
21069,2006,512.575992370962,8389,0
21069,2007,461.8117229129663,8445,0
21069,2008,510.8101686861487,8418,0
21071,2005,604.5280335058675,25309,0
21071,2006,582.5552629478892,25062,0
21071,2007,685.4806381784655,24946,0
21071,2008,719.804798698658,24590,0
21073,2005,429.0570645895904,30299,0
21073,2006,307.2551869961676,30268,0
21073,2007,363.85287112992853,30232,0
21073,2008,418.69972306475006,30332,0
21075,2005,953.5452322738386,4090,0
21075,2006,645.3214197071234,4029,0
21075,2007,820.8955223880597,4020,0
21075,2008,510.45211473018963,4114,0
21077,2005,551.3579742699612,4897,0
21077,2006,368.09815950920245,4890,0
21077,2007,568.7588868576072,4923,0
21077,2008,663.1832797427652,4976,0
21079,2005,332.4937027707809,9925,0
21079,2006,356.3650762225302,10102,0
21079,2007,293.42723004694835,10224,0
21079,2008,481.6671581637668,10173,0
21081,2005,533.9703505936907,14233,0
21081,2006,399.6914662365893,14261,0
21081,2007,373.9612188365651,14440,0
21081,2008,412.96716911005575,14529,0
21083,2005,466.4530719939691,21224,0
21083,2006,453.2577903682719,21180,0
21083,2007,466.8490049985853,21206,0
21083,2008,518.8993620870228,21006,0
21085,2005,419.9720018665422,15001,0
21085,2006,539.7840863654538,15006,0
21085,2007,565.5732250981437,15029,0
21085,2008,494.2559444296019,14972,0
21087,2005,348.53765722079106,6599,0
21087,2006,377.4724445115507,6623,0
21087,2007,362.7021308750189,6617,0
21087,2008,362.64732547597464,6618,0
21089,2005,537.4121537825548,21771,0
21089,2006,437.24398214203524,21727,0
21089,2007,514.8951820522251,21752,0
21089,2008,564.631832276577,21607,0
21091,2005,438.85896668661485,5013,0
21091,2006,522.7181342983514,4974,0
21091,2007,324.28050263477905,4934,0
21091,2008,485.14251061249246,4947,0
21093,2005,296.3320297021174,58043,0
21093,2006,357.82442748091603,58688,0
21093,2007,328.10607080360745,59432,0
21093,2008,340.50893628330346,60204,0
21095,2005,708.8691064952193,18198,0
21095,2006,701.1925795053004,18112,0
21095,2007,689.348454525239,17988,0
21095,2008,681.6901408450703,17750,0
21097,2005,452.86506469500927,10820,0
21097,2006,506.5856129685917,10857,0
21097,2007,492.1618665694495,10972,0
21097,2008,464.90428441203284,10970,0
21099,2005,458.8471465443074,10461,0
21099,2006,438.8475481778287,10482,0
21099,2007,486.4091559370529,10485,0
21099,2008,541.7221060634861,10522,0
21101,2005,469.500523673661,27689,0
21101,2006,470.9803637417578,27602,0
21101,2007,456.07557823867955,27627,0
21101,2008,468.5022343952717,27748,0
21103,2005,504.1648399824638,9124,0
21103,2006,491.320013101867,9159,0
21103,2007,504.7734006364534,9113,0
21103,2008,606.1273969583425,9074,0
21105,2005,695.1685783802573,2877,0
21105,2006,600.7067137809187,2830,0
21105,2007,244.37927663734115,2809,1
21105,2008,609.1006807595844,2791,0
21107,2005,510.01953266295305,27646,0
21107,2006,453.13961015608146,27806,0
21107,2007,466.6690598413325,27857,0
21107,2008,551.073332372857,27764,0
21109,2005,428.0821917808219,8176,0
21109,2006,623.7769080234833,8176,0
21109,2007,527.0899730326059,8158,0
21109,2008,602.4096385542169,8134,0
21111,2005,408.8242937223893,430992,0
21111,2006,401.642455401815,434715,0
21111,2007,419.2177025234816,440344,0
21111,2008,413.58823290764923,443678,0
21113,2005,349.106363601867,26353,0
21113,2006,327.06159047479053,27212,0
21113,2007,399.9711732487749,27752,0
21113,2008,341.9827950923706,28364,0
21115,2005,635.1200446677834,14328,0
21115,2006,565.3266331658292,14328,0
21115,2007,573.2662192393736,14304,0
21115,2008,681.6584680252986,14230,0
21117,2005,389.45380437682053,93721,0
21117,2006,390.13486013138055,94839,0
21117,2007,361.77268616219476,96193,0
21117,2008,383.1773770424077,96822,0
21119,2005,633.3301824369032,10579,0
21119,2006,663.8445256878969,10394,0
