year,fips,state_abb,pop_total,pct_white,pop_20_64,pct_55_64,log_20_64,log_35_44,log_f_20_64,unemp
2005,1043,AL,78692,0.9782442942103391,46251,0.2033901969687142,10.74183836432845,9.30546871706776,10.041508850433503,3.9846153846153847
2005,1045,AL,49050,0.7663404689092762,28837,0.17876339425044213,10.2694145637968,8.771835409789817,9.577688157971219,4.430769230769231
2005,1047,AL,44434,0.3234910203897916,24800,0.19076612903225806,10.118598932153073,8.645234541297121,9.509778075438817,8.5
2005,1049,AL,67794,0.9548190105319054,39561,0.1924622734511261,10.585599063475808,9.16858043772795,9.891516180754907,5.084615384615384
2005,1051,AL,72978,0.7837567486091699,45038,0.17363115591278475,10.715261856854285,9.356084386028888,10.02180377935417,3.7153846153846155
2005,1053,AL,37601,0.648918911731071,22438,0.19596220697031821,10.01851122910491,8.569975376855206,9.262078567380597,5.530769230769231
2005,1055,AL,103174,0.8367515071626572,60344,0.20653254673206947,11.007816801533467,9.539859923169542,10.338382004668295,4.723076923076923
2005,1057,AL,18030,0.8779256794231836,10343,0.22198588417287055,9.244065241377804,7.7752758464868625,8.560252680876685,4.423076923076923
2005,1059,AL,30968,0.9462994058382846,17886,0.1942860337694286,9.791773562906126,8.344980368770571,9.088737550216933,5.269230769230769
2005,1061,AL,25988,0.884369709096506,14932,0.22080096437181893,9.611261840034475,8.187855443695623,8.927181388251986,3.876923076923077
2005,1063,AL,9675,0.19131782945736434,5360,0.19235074626865672,8.586719254064848,7.037027614686276,7.970049304976135,6.638461538461539
2005,1065,AL,16622,0.40109493442425703,9391,0.18581620700670856,9.147507062804614,7.720017940432244,8.477412321404392,5.4
2005,1067,AL,16752,0.6808142311365807,9691,0.22887214941698483,9.17895289873455,7.661997558901893,8.524168805152662,4.292307692307692
2005,1069,AL,93903,0.7279533135256595,55283,0.1942731038474757,10.92022072614414,9.500993027872797,10.271354630228974,3.823076923076923
2005,1071,AL,53332,0.9375421885547138,31775,0.21601888276947287,10.366435096057655,8.913281137711804,9.685828931452487,5.007692307692308
2005,1073,AL,654919,0.5704522238627983,394157,0.17017838069601707,12.884504586066493,11.416634804651942,12.239647643893125,4.415384615384616
2005,1075,AL,15009,0.878273036178293,8656,0.2268946395563771,9.066008001086264,7.613324979540639,8.38160253710989,5.569230769230769
2005,1077,AL,89358,0.8892320777098861,52825,0.2024041646947468,10.874739842484258,9.412219427985669,10.209095492271228,5.1
2005,1079,AL,34435,0.8108320023232176,20723,0.2021425469285335,9.938999473537487,8.593227877692234,9.260462981379394,5.538461538461538
2005,1081,AL,126133,0.7394813411240516,79122,0.13097495007709614,11.278746244035753,9.689489552881621,10.590289645536233,3.707692307692308
2005,1083,AL,71303,0.8529374640618207,43961,0.1839812561133732,10.691058156211511,9.36228862824824,9.958449110610102,4.407692307692308
2005,1085,AL,12397,0.25917560700169395,6884,0.19000581057524696,8.83695515733143,7.45876269238096,8.219056661060598,7.976923076923077
2005,1087,AL,22388,0.15142040378774344,12675,0.19550295857988165,9.447386828459384,7.785305182539862,8.83579236650274,5.876923076923077
2005,1089,AL,301474,0.7237506385293591,183208,0.16879721409545434,12.118377398391013,10.772435072899762,11.444443177398837,3.569230769230769
2005,1091,AL,21648,0.4717756836659276,11929,0.21418392153575322,9.386727689281946,7.94873845481361,8.753529336516431,5.6923076923076925
2005,1093,AL,30494,0.9553682691677051,17846,0.2282304157794464,9.789534672460096,8.37216741936598,9.08398318309966,4.461538461538462
2005,1095,AL,86516,0.9644343242868371,50264,0.1999442941270094,10.825044394082783,9.407960966059306,10.137096153698101,3.876923076923077
2005,1097,AL,396188,0.6275404605894171,233134,0.1830449441093963,12.359368674533151,10.891186902297498,11.706335318749604,4.923076923076923
2005,1099,AL,23683,0.5732381877295951,13234,0.19978842375698957,9.490544554572004,8.044626279767337,8.830396801098097,6.115384615384616
2005,1101,AL,223608,0.4530249364960109,133781,0.16550930251679985,11.80395941360335,10.33744293104392,11.161934337499794,4.553846153846154
2005,1103,AL,113964,0.8640623354743603,68170,0.19108112072759278,11.129759864356831,9.75411709588186,10.438605708871151,4.476923076923077
2005,1105,AL,10881,0.2969396195202647,5748,0.22077244258872653,8.656607247198915,7.129297548929373,8.051022208190679,9.023076923076923
2005,1107,AL,20192,0.5704734548335975,11273,0.20296283154439812,9.330165765044532,7.88570539124302,8.68541582383069,5.392307692307693
2005,1109,AL,30772,0.6057779799818016,18356,0.17307692307692307,9.817711775514724,8.211211361793023,9.16062477973025,4.038461538461538
2005,1111,AL,22658,0.7799011386706682,12842,0.2127394486840056,9.460476328353995,8.006367567650246,8.78216942633238,6.107692307692307
2005,1113,AL,49731,0.5641149383684221,29130,0.1860624785444559,10.279523849953481,8.815815203906352,9.636914443294582,5.992307692307692
2005,1115,AL,72596,0.9072676180505813,44577,0.1939789577584853,10.704973309924457,9.338645632129106,9.99383087243373,3.9615384615384617
2005,1117,AL,171691,0.8852589827073055,107535,0.16532291811968197,11.585571654955082,10.238351353460745,10.915960810882316,3.0615384615384613
2005,1119,AL,14143,0.25086615286714276,7848,0.17163608562691132,8.9680140012452,7.382124365737512,8.36264243156764,7.207692307692308
2005,1121,AL,81546,0.6739876879307385,48833,0.19683410808264903,10.796161592809286,9.366745651140318,10.106020149946213,4.769230769230769
2005,1123,AL,40857,0.7241843502949311,23748,0.22772443995283814,10.075253595390565,8.623533227187563,9.407960966059306,4.484615384615385
2005,1125,AL,175731,0.6886548190131507,108272,0.15131335894783507,11.592401858472007,9.98860964595295,10.919515016197819,3.7
2005,1127,AL,68500,0.9307737226277373,40582,0.21406042087625055,10.611079897527569,9.162304922937626,9.935034668034257,4.392307692307692
2005,1129,AL,17690,0.6613906161673262,10174,0.2102417928051897,9.22759072538271,7.839131648274333,8.559869465696673,6.184615384615385
2005,1131,AL,12369,0.27358719379092894,6603,0.20369529001968803,8.79527937019457,7.336936913707618,8.160518247477505,9.184615384615384
2005,1133,AL,24629,0.9846928417718949,14751,0.22622195105416582,9.599066156080049,8.191740021277457,8.904222737368716,5.030769230769231
2005,5001,AR,19954,0.7496241355116768,11454,0.20944648157848786,9.346094292953802,7.846198815497425,8.67846133901236,7.092307692307692
2005,5003,AR,22770,0.7220026350461133,13060,0.21416539050535988,9.477309402830421,8.064007347096661,8.814627555310697,8.376923076923077
2005,5005,AR,39992,0.9876725345069014,21178,0.2991311738596657,9.9607181859904,8.402231172946555,9.322865162818028,5.6
2005,5007,AR,186756,0.9420955685493371,107507,0.16619382923902629,11.585311240708952,10.21968419288611,10.900122485091773,3.253846153846154
2005,5009,AR,35492,0.9856023892708216,20316,0.21854695806261076,9.919164031921136,8.486940148245216,9.246286498749653,5.138461538461538
2005,5011,AR,12012,0.7027139527139528,6807,0.20434846481563096,8.825706773447951,7.358830898342354,8.11701408773731,7.907692307692307
2005,5013,AR,5675,0.7617621145374449,3253,0.20381186596987397,8.087332926473351,6.675823221634848,7.388327859577107,6.884615384615385
2005,5015,AR,26435,0.9777945905050123,15285,0.24245992803402028,9.634627234324935,8.125039097367745,8.94793610670867,4.6
2005,5017,AR,12729,0.44850341739335375,7138,0.2072008966096946,8.873187904050106,7.393263094763838,8.181720455128108,10.069230769230769
2005,5019,AR,22800,0.7571491228070175,13289,0.17194672285348786,9.494691904331507,7.8343923029104365,8.828201089171515,6.1692307692307695
2005,5021,AR,16790,0.9895175699821323,9300,0.230752688172043,9.137769679141348,7.718240951959316,8.446126742982377,8.423076923076923
2005,5023,AR,25274,0.9882487932262404,13964,0.2633915783443139,9.544237868224927,8.03365842788615,8.863332833439587,4.923076923076923
2005,5025,AR,8859,0.866689242578169,5035,0.20456802383316783,8.524168805152662,7.162397497355718,7.831617276352611,5.884615384615385
2005,5027,AR,25025,0.6233766233766234,14184,0.1820360970107163,9.559869847754044,8.058327306580958,8.8934354408475,6.4
2005,5029,AR,20683,0.863607793840352,11731,0.20552382576080472,9.369990189505721,7.958576903813898,8.685246776412487,5.176923076923077
2005,5031,AR,87512,0.8797193527744767,52969,0.16577620872585852,10.877462115749834,9.360741172643708,10.204184562065404,4.8
2005,5033,AR,57779,0.946035756935911,33724,0.18808563634207093,10.425965029042565,9.048291920021784,9.74425732696557,4.392307692307692
2005,5035,AR,50244,0.49251651938539925,28569,0.16454898666386644,10.260077492862155,8.869257522797287,9.623376745580666,6.584615384615384
2005,5037,AR,18883,0.7551766138855055,10741,0.21003630946839214,9.281823473598047,7.872836175025724,8.614682812693495,7.630769230769231
2005,5039,AR,8589,0.5749214111072302,4787,0.2231042406517652,8.473659189392508,7.00669522683704,7.790282380703483,7.069230769230769
2005,5041,AR,13992,0.5213693539165237,7768,0.20520082389289393,8.957768009971161,7.412160334945205,8.333510708982942,8.753846153846155
2005,5043,AR,18618,0.7124288323128155,10890,0.18062442607897153,9.295600215927006,7.796880342783522,8.61993026886735,8.53076923076923
2005,5045,AR,99192,0.883680135494798,60674,0.14525167287470744,11.01327054920641,9.530465432917332,10.336567827677266,4.484615384615385
2005,5047,AR,18073,0.974713661262657,10189,0.20590833251545784,9.229063985974285,7.772331575169614,8.534640105019959,4.315384615384615
2005,5049,AR,12127,0.986971221241857,6652,0.2704449789536981,8.802672840312818,7.2682230211595655,8.138856750696325,5.361538461538461
2005,5051,AR,92096,0.9029165218902016,51910,0.2419187054517434,10.857266728821275,9.36005264520451,10.191781937486343,5.7
2005,5053,AR,17244,0.9632915796798887,10219,0.192386730599863,9.23200401161221,7.857093864902493,8.532081803909987,4.907692307692308
2005,5055,AR,39599,0.9858077224172328,23133,0.19063675269096098,10.04901544850107,8.649974302650056,9.36417671669105,5.8538461538461535
2005,5057,AR,22924,0.685002617344268,13030,0.1894090560245587,9.47500967011889,8.017307507688582,8.80131894766524,5.8076923076923075
2005,5059,AR,31565,0.884999207983526,18427,0.21283985456124166,9.8215722593348609,8.353025845202325,9.10242102975669,5.3076923076923075
2005,5061,AR,14025,0.771336898395722,7874,0.1936753873507747,8.971321471503682,7.598399329323964,8.300280189852664,5.6
2005,5063,AR,35155,0.96213909827905,20579,0.20103017639341075,9.932026417342549,8.453187861440325,9.241451367001236,6.138461538461539
2005,5065,AR,13524,0.9755989352262644,7632,0.25615828092243187,8.940105213128122,7.467942332285852,8.190354403763262,6.453846153846154
2005,5067,AR,18269,0.820077727297608,10849,0.20094017881832427,9.29182818882245,7.8336002236611035,8.615226931687603,8.376923076923077
2005,5069,AR,80562,0.4607383133487252,47548,0.1812694540254059,10.769495006100515,9.286560397887591,10.078742533123364,7.638461538461538
2005,5071,AR,24173,0.9676498572787822,13919,0.1952726488971909,9.5410100922274,8.076515327552329,8.83869681234353,4.9
2005,5073,AR,8042,0.6147724446655061,4399,0.2270970675153444,8.389132521348719,6.92951677076365,7.723120092266331,7.523076923076923
2005,5075,AR,17343,0.9860462434411578,9689,0.21684384353390443,9.178746500385005,7.716015266642587,8.504918160540624,7.523076923076923
2005,5077,AR,11370,0.4298153034300792,6867,0.19105868647153051,8.834482608620677,7.38770923908104,7.91644286012226,10.584615384615384
2005,5079,AR,14496,0.66935706401766,9518,0.1564404286614835,9.160940021681055,7.766840537085513,8.061486866871327,7.6
2005,5081,AR,13114,0.7720756443495501,7547,0.24380548562342652,8.928905412284868,7.43307534889858,8.269756947532983,4.707692307692308
2005,5083,AR,22661,0.9661533030316403,12700,0.2194488188976378,9.449357272446683,8.042699496897637,8.7509996908987,4.961538461538462
2005,5085,AR,60225,0.9199169779991698,35713,0.16783804216951811,10.483270047141055,9.15915233520675,9.805654192187365,4.5
2005,5087,AR,14714,0.9782520048932989,8624,0.21532931354359927,9.06230429314878,7.659171367666058,8.353261499733874,3.753846153846154
2005,5089,AR,16464,0.9871234207968902,9389,0.29353498775162423,9.147294070258548,7.617759576608505,8.465478755729558,5.2
2005,5091,AR,42181,0.7420639624475475,24920,0.18182182985553771,10.123425972901389,8.661639795781266,9.44359265743868,4.8307692307692305
2005,5093,AR,47399,0.6565539357370409,26786,0.17912342268349138,10.195634641947068,8.7417757069247,9.52995706295831,8.692307692307692
2005,5095,AR,9176,0.5821708805579773,4968,0.22685185185185186,8.510772623613315,7.029972911706386,7.868254265520613,6.723076923076923
2005,5097,AR,9358,0.9800170976704424,5111,0.2645274897280376,8.53915035876828,7.1276936993473985,7.8351837552667485,4.984615384615385
2005,5099,AR,9479,0.6738052537187467,5358,0.21817842478536767,8.586346050104554,7.138866999945524,7.893198869544609,5.823076923076923
2005,5101,AR,8467,0.9878351246013937,4941,0.24529447480267152,8.50532301884575,6.976348070447749,7.791935956938058,5.115384615384615
2005,5103,AR,26934,0.588252766020643,15281,0.2089522936980564,9.634365505605258,8.144388865547622,8.98619632032839,7.084615384615384
2005,5105,AR,10356,0.9695828505214369,6017,0.2215389729100881,8.702344075220351,7.301147805856032,8.00202481821611,5.1461538461538465
2005,5107,AR,23946,0.36841226092040424,12554,0.20232595188784452,9.437794618877478,7.903965634032166,8.819517540604888,9.161538461538461
2005,5109,AR,11216,0.9521219686162625,6310,0.21980982567353408,8.749890955535259,7.326465613840322,8.05356916913454,4.8769230769230765
2005,5111,AR,25058,0.9203048926490542,14463,0.20991495540344327,9.579348943073732,8.140315540159985,8.90557995798965,6.6692307692307695
2005,5113,AR,20203,0.9726773251497303,11095,0.24506534474988734,9.314249835366695,7.8407064517494,8.631771096123673,5.069230769230769
2005,5115,AR,57535,0.9511080212044842,34013,0.1777849645723694,10.434498083461216,8.972463821059907,9.746190260646909,4.523076923076923
2005,5117,AR,9046,0.8589431793057705,5195,0.2302213666987488,8.555451903533328,7.090076835776092,7.864419904994565,6.030769230769231
2005,5119,AR,368274,0.6325534792029848,226927,0.16922182023293836,12.332383658840621,10.853000271901186,11.67348697998162,4.869230769230769
2005,5121,AR,18086,0.9828596704633418,10135,0.21460286137148496,9.2237500588861,7.796057974316123,8.533853632309345,7.884615384615385
2005,5123,AR,28639,0.47498166835434197,17338,0.1785096320221479,9.760655903428585,8.316544717929398,8.949365142352965,8.6
2005,5125,AR,93493,0.9520498860877284,55304,0.19964197888037033,10.9206005176251,9.548953173096507,10.236632832397653,4.338461538461538
2005,5127,AR,10976,0.9534438775510204,6069,0.22969187675070027,8.710949125835855,7.301822342137932,8.009363076630045,4.553846153846154
2005,5129,AR,8110,0.9866831072749692,4582,0.2656045395024007,8.42989086301344,6.905753276311464,7.731053144007127,5.015384615384615
2005,5131,AR,119426,0.8680940498718872,70749,0.1772039180765806,11.166893681129975,9.74425732696557,10.479538961219825,4.3076923076923075
2005,5133,AR,16298,0.9221376856055957,9055,0.17990060739922695,9.111072370317514,7.705262474866325,8.399535147948004,4.276923076923077
2005,5135,AR,17391,0.9823471910758438,9363,0.2774751682153156,9.14452103093889,7.6708948313621175,8.479698986988657,7.253846153846154
2005,5137,AR,11909,0.9876563943236208,6648,0.27256317689530685,8.802071336535285,7.239214973779806,8.116417072794205,6.561538461538461
2005,5139,AR,43134,0.6624704409514536,24723,0.19953080127816203,10.115489263431494,8.688116703257823,9.438511265004419,6.9
2005,5141,AR,16869,0.9834607860572648,9167,0.2619177484455111,9.1233653579617755,7.590852123688581,8.435766192720509,6.2153846153846155
2005,5143,AR,183799,0.9177144598175181,113310,0.1406583708410555,11.637882704374611,10.122181217776706,10.925740618938798,3.3923076923076922
2005,5145,AR,71355,0.9475860135940019,41792,0.18309724349157733,10.640460212636103,9.198470199405696,9.956222307519994,6.361538461538461
2005,5147,AR,8023,0.6992396859030288,4556,0.22388059701492538,8.424200324567073,6.947937068614969,7.755338812846501,9.215384615384615
2005,5149,AR,21141,0.9605032874509247,11901,0.19880682295605412,9.38437770918244,7.956827122090111,8.685922794690725,4.223076923076923
2005,4001,AZ,68521,0.24115234745552458,35535,0.1831715210355987,10.478273405260996,9.061027968789174,9.797070923831638,10.392307692307693
2005,4003,AZ,125786,0.9054743771166902,71477,0.21725869860234762,11.177130998610851,9.646981097552796,10.469568113011716,4.7615384615384615
2005,4005,AZ,127025,0.680787246604999,78146,0.15259898139380135,11.266334150918455,9.695294188174604,10.579717439219063,4.846153846153846
2005,4007,AZ,51655,0.8375762268899429,27590,0.29445451250453064,10.225208667211332,8.649448770536708,9.543091407795542,5.861538461538462
2005,4009,AZ,32964,0.8076082999635966,18140,0.16306504961411245,9.805874723669127,8.345930261979017,8.977020214210413,5.953846153846154
2005,4011,AZ,7595,0.9512837393021725,4255,0.19529964747356052,8.355850041007475,6.86484777797086,7.603897968521881,4.8
2005,4012,AZ,20379,0.8220717405171991,10126,0.30742642701955364,9.222861652529854,7.5883236773352225,8.526945482858915,6.707692307692308
2005,4013,AZ,3538988,0.8902864321664837,2084445,0.1581994247869337,14.550013190730619,13.157141544740204,13.854490857605159,4
2005,4015,AZ,188773,0.9478156304132477,103601,0.2747270779239583,11.548302261270587,10.008658050141667,10.863776030887928,4.2384615384615385
2005,4017,AZ,104184,0.5105102510942179,54896,0.1959341299912562,10.91319576509823,9.474472303967703,10.22179581852967,7.992307692307692
2005,4019,AZ,920298,0.8899899815059904,540131,0.18674173487542836,13.199566981712225,11.695413674543504,12.520408820227237,4.430769230769231
2005,4021,AZ,235708,0.8577010538462844,135975,0.19821290678433537,11.820226324291161,10.371426551899647,11.025409383973194,5.538461538461538
2005,4023,AZ,42961,0.9770955052256698,22879,0.19323397001617204,10.03797473824488,8.647168267837984,9.41678527366734,8.538461538461538
2005,4025,AZ,195424,0.9609515719665958,109143,0.28192371475953565,11.600414227993012,10.007126587295614,10.933553298669128,4.384615384615385
2005,4027,AZ,178816,0.9362417233357194,92463,0.17326930772308924,11.434563843479177,10.005276698438163,10.73898029158071,15.707692307692307
2005,6001,CA,1441545,0.5734160223926412,913820,0.157104243724147,13.725388894499071,12.364839795897957,13.043579876596954,5.084615384615384
2005,6003,CA,1219,0.7801476620180475,789,0.22433460076045628,6.670766320845874,5.056245805348308,5.886104031450156,8.338461538461539
2005,6005,CA,38040,0.9261566771819137,23010,0.2573663624511082,10.043684183029411,8.569026340056254,9.203416456903359,5.569230769230769
2005,6007,CA,214752,0.909067203099389,125875,0.18852830188679245,11.743044630020863,10.132652936168832,11.045701967574116,6.7384615384615385
2005,6009,CA,45295,0.952599624682636,26408,0.286504089669797,10.181422273533029,8.62515033292133,9.498447354141044,6.230769230769231
2005,6011,CA,20540,0.9394839337877312,11297,0.16845180136319376,9.33229248272693,7.934871565945177,8.613956859848546,12.830769230769231
2005,6013,CA,999013,0.7373797938565364,601289,0.1802510938999383,13.306830963163339,11.979134403475477,12.634603026569334,4.8307692307692305
2005,6015,CA,28281,0.8359322513348184,17637,0.17712762941543347,9.777754247070364,8.383661798791715,8.881002624255569,7.407692307692308
2005,6017,CA,175003,0.9373667879979201,105341,0.2119877350699158,11.56495798606238,10.188177653501853,10.870414362878757,4.7846153846153845
2005,6019,CA,872470,0.8104748587343977,490406,0.14745333458399776,13.10298889843957,11.66756745265744,12.399667914547503,8.976923076923077
2005,6021,CA,27393,0.9266966013215054,15159,0.1837192426941091,9.626349693960018,8.213652703029998,8.90557995798965,8.423076923076923
2005,6023,CA,131497,0.8893739020662068,82361,0.18896079455081896,11.31886730288443,9.683027896351076,10.620326845352862,6.092307692307692
2005,6025,CA,156113,0.9049918968951977,88028,0.13933066751488163,11.385410224669426,10.013283218359012,10.617417272278601,15.923076923076923
2005,6027,CA,18478,0.8545838294187683,10443,0.2333620607105238,9.253687176479549,7.755767170102998,8.543445562560303,4.884615384615385
2005,6029,CA,760726,0.860913127722728,433198,0.14435662214506992,12.978950177293145,11.587374093379733,12.233571074231984,8.392307692307693
2005,6031,CA,145147,0.8423460353985959,89573,0.11713351121431681,11.402809214265503,10.028797743501574,10.449091343637994,9.446153846153846
2005,6033,CA,63811,0.9163623826612967,36985,0.24472083277004192,10.518267704021968,9.019058793810718,9.827416115584832,7.930769230769231
2005,6035,CA,34488,0.8475991649269311,23637,0.14574607606718282,10.070568559913799,8.69349667588463,8.89740886527095,8.015384615384615
2005,6037,CA,9786373,0.7413709859618063,5927291,0.144536348898679,15.595077836915845,14.234188655460736,14.908212414388672,5.3307692307692305
2005,6039,CA,140313,0.8896823530250226,80070,0.16530535781191458,11.290656531066679,9.878989920935728,10.668164384234995,7.8769230769230765
2005,6041,CA,244206,0.89462994357223,153761,0.2316582228263344,11.94315472782501,10.591069274623191,11.246913555928739,3.8615384615384616
2005,6043,CA,17972,0.9355664366792789,10669,0.2659105820601743,9.275097619191461,7.717796211013582,8.554874258383926,6.423076923076923
2005,6045,CA,87981,0.9071617735647469,52877,0.23562229324659115,10.875723740692331,9.323847612769777,10.170303432306524,5.7384615384615385
2005,6047,CA,242554,0.8513526884734945,132442,0.1420470847616315,11.793900092725053,10.415891929415332,11.08953057469608,10
2005,6049,CA,9565,0.9265028750653423,5405,0.2740055504162812,8.595079730073309,7.0630481633881725,7.892452043520352,7.992307692307692
2005,6051,CA,13474,0.9519815941813864,9173,0.17071841273302082,9.124019665509655,7.6638772587034705,8.348064228408266,4.861538461538462
2005,6053,CA,405139,0.8549905094300968,240879,0.1515449665599741,12.392050011702295,10.96949055763861,11.632449206940143,7.346153846153846
2005,6055,CA,130381,0.8962272110200106,76923,0.19752219752219752,11.250560200502237,9.838202085837498,10.54120130120716,4.36923076923077
2005,6057,CA,97250,0.9661285347043702,57477,0.2615480974998695,10.959140146764103,9.425209786838147,10.275947259030309,4.7846153846153845
