"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Wisconsin","55","2006","2006",9532,3333228,286.0
,"Wisconsin","55","2007","2007",9974,3357097,297.1
,"Wisconsin","55","2008","2008",9864,3373944,292.4
,"Wisconsin","55","2009","2009",9885,3393470,291.3
,"Wisconsin","55","2010","2010",10074,3407476,295.6
,"Wisconsin","55","2011","2011",10543,3425565,307.8
,"Wisconsin","55","2012","2012",10458,3421424,305.7
,"Wisconsin","55","2013","2013",10809,3425300,315.6
,"Wisconsin","55","2014","2014",10796,3423727,315.3
,"Wisconsin","55","2015","2015",10922,3418611,319.5
,"Wisconsin","55","2016","2016",11389,3407591,334.2
,"Wisconsin","55","2017","2017",11284,3402850,331.6
,"Wyoming","56","2005","2005",1108,311865,355.3
,"Wyoming","56","2006","2006",1143,318147,359.3
,"Wyoming","56","2007","2007",1184,325755,363.5
,"Wyoming","56","2008","2008",1181,331767,356.0
,"Wyoming","56","2009","2009",1155,339789,339.9
,"Wyoming","56","2010","2010",1275,342023,372.8
,"Wyoming","56","2011","2011",1223,345260,354.2
,"Wyoming","56","2012","2012",1266,349861,361.9
,"Wyoming","56","2013","2013",1246,350727,355.3
,"Wyoming","56","2014","2014",1302,349397,372.6
,"Wyoming","56","2015","2015",1340,348211,384.8
,"Wyoming","56","2016","2016",1278,343963,371.6
,"Wyoming","56","2017","2017",1260,336929,374.0
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Five-Year Age Groups: 20-24 years; 25-29 years; 30-34 years; 35-39 years; 40-44 years; 45-49 years; 50-54 years; 55-59 years;"
"60-64 years"
"Year/Month: 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017"
"Group By: State; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 4, 2026 10:28:51 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jun 4, 2026 10:28:51 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
