omega,weighting
6.171178840670831e-4,Equally weighted
5.808226035703242e-4,Equally weighted
5.987584578915357e-4,Equally weighted
6.190908049170603e-4,Equally weighted
6.069931210337965e-4,Equally weighted
6.383294314703673e-4,Equally weighted
6.11740556837231e-4,Equally weighted
5.808015013663294e-4,Equally weighted
6.191630751336857e-4,Equally weighted
6.770891496995928e-4,Equally weighted
9.254699287246778e-4,Equally weighted
6.078508326640775e-4,Equally weighted
6.026777777109918e-4,Equally weighted
6.148571343997737e-4,Equally weighted
6.109427336825389e-4,Equally weighted
6.135776907798127e-4,Equally weighted
6.077154870456678e-4,Equally weighted
5.838700934987907e-4,Equally weighted
6.633898111855288e-4,Equally weighted
6.247889777772953e-4,Equally weighted
7.36690280859054e-4,Equally weighted
6.071537112682554e-4,Equally weighted
5.558830045397201e-4,Equally weighted
6.245268990891836e-4,Equally weighted
6.353045652046729e-4,Equally weighted
5.872689421404271e-4,Equally weighted
6.012346201069298e-4,Equally weighted
6.214167348327521e-4,Equally weighted
6.417497280122602e-4,Equally weighted
6.155219759939536e-4,Equally weighted
6.054474064807529e-4,Equally weighted
6.485622445136094e-4,Equally weighted
6.134082942430796e-4,Equally weighted
6.791122015956708e-4,Equally weighted
5.750655673183127e-4,Equally weighted
6.23775828038456e-4,Equally weighted
5.812106732186113e-4,Equally weighted
6.246854223422217e-4,Equally weighted
6.47247187621767e-4,Equally weighted
6.235667912572762e-4,Equally weighted
6.073174042292075e-4,Equally weighted
6.140599039912119e-4,Equally weighted
6.332019985093038e-4,Equally weighted
6.273156224920471e-4,Equally weighted
5.8784786448309e-4,Equally weighted
6.058481827303268e-4,Equally weighted
6.327302188358568e-4,Equally weighted
5.547372451925994e-4,Equally weighted
6.231528441024268e-4,Equally weighted
5.913566362954652e-4,Equally weighted
6.247274217976651e-4,Equally weighted
6.085073992588222e-4,Equally weighted
6.010797062240028e-4,Equally weighted
5.595532214309495e-4,Equally weighted
6.046243824348889e-4,Equally weighted
6.47908017795516e-4,Equally weighted
5.978619112797899e-4,Equally weighted
6.383769680437563e-4,Equally weighted
6.271563883012874e-4,Equally weighted
6.661451712719067e-4,Equally weighted
5.862777238309933e-4,Equally weighted
5.703242995604991e-4,Equally weighted
6.037397549829851e-4,Equally weighted
5.780336939361643e-4,Equally weighted
6.095425704003354e-4,Equally weighted
6.116896357721446e-4,Equally weighted
6.314534336288663e-4,Equally weighted
5.86983752366433e-4,Equally weighted
6.271520897860675e-4,Equally weighted
5.732607089433541e-4,Equally weighted
5.799032866263044e-4,Equally weighted
5.404789023885202e-4,Equally weighted
6.733006441241273e-4,Equally weighted
5.851376484043758e-4,Equally weighted
6.113929215471152e-4,Equally weighted
6.339386607685257e-4,Equally weighted
6.490281176999998e-4,Equally weighted
6.427889842416391e-4,Equally weighted
5.045612395439863e-4,Equally weighted
6.994811907126549e-4,Equally weighted
5.410628404355457e-4,Equally weighted
6.275662122370959e-4,Equally weighted
5.760553085665374e-4,Equally weighted
5.610381417235598e-4,Equally weighted
6.52100291115358e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.124522124417228e-4,Equally weighted
6.263561773657402e-4,Equally weighted
5.914092114518188e-4,Equally weighted
5.763761081183248e-4,Equally weighted
5.987755323145339e-4,Equally weighted
6.273282004713551e-4,Equally weighted
6.345067335827553e-4,Equally weighted
6.52204424434388e-4,Equally weighted
6.214945790486274e-4,Equally weighted
8.385691865339977e-4,Equally weighted
5.884617194446938e-4,Equally weighted
5.790015714133137e-4,Equally weighted
6.501392155409847e-4,Equally weighted
5.239573335380757e-4,Equally weighted
5.774458663152473e-4,Equally weighted
4.96918075335144e-4,Equally weighted
5.364104463854869e-4,Equally weighted
5.398666710615884e-4,Equally weighted
5.745269569869293e-4,Equally weighted
6.101371266930701e-4,Equally weighted
7.630007335401798e-4,Equally weighted
5.371751910084355e-4,Equally weighted
5.521348537473544e-4,Equally weighted
5.885040812652208e-4,Equally weighted
5.623038353791792e-4,Equally weighted
6.692607387637231e-4,Equally weighted
6.20989353476769e-4,Equally weighted
5.59343535139187e-4,Equally weighted
6.279265523868132e-4,Equally weighted
6.039031071891839e-4,Equally weighted
6.479566196038526e-4,Equally weighted
6.133829303418899e-4,Equally weighted
5.502240943792394e-4,Equally weighted
6.630588735809117e-4,Equally weighted
6.245944192054898e-4,Equally weighted
6.355222114291656e-4,Equally weighted
5.812371550856182e-4,Equally weighted
6.06322699496393e-4,Equally weighted
5.770272900053985e-4,Equally weighted
6.206490367683737e-4,Equally weighted
6.197808751142395e-4,Equally weighted
5.851957471639893e-4,Equally weighted
6.101858421591962e-4,Equally weighted
5.784194855141966e-4,Equally weighted
5.829430521656299e-4,Equally weighted
6.407519940566863e-4,Equally weighted
6.048142714862956e-4,Equally weighted
6.159286220175778e-4,Equally weighted
6.141601785197487e-4,Equally weighted
5.817033314778412e-4,Equally weighted
5.360800359496234e-4,Equally weighted
6.062888038060516e-4,Equally weighted
5.875593180712046e-4,Equally weighted
6.084385249620642e-4,Equally weighted
5.363105619805098e-4,Equally weighted
6.447118326535682e-4,Equally weighted
6.262999735546622e-4,Equally weighted
8.57172648635881e-4,Equally weighted
6.077717085761875e-4,Equally weighted
6.026540887332385e-4,Equally weighted
6.266197591579043e-4,Equally weighted
6.103477678844696e-4,Equally weighted
6.684556508765667e-4,Equally weighted
6.435540818643186e-4,Equally weighted
6.032742413577093e-4,Equally weighted
5.923319901779427e-4,Equally weighted
6.196690622876915e-4,Equally weighted
6.101686228399892e-4,Equally weighted
6.206184706629167e-4,Equally weighted
5.39485129160088e-4,Equally weighted
6.151319377205685e-4,Equally weighted
6.06546525300534e-4,Equally weighted
5.424389167852157e-4,Equally weighted
6.182634256453539e-4,Equally weighted
6.234872198801882e-4,Equally weighted
5.417044092024188e-4,Equally weighted
6.455063107650869e-4,Equally weighted
5.558704402607098e-4,Equally weighted
5.379509738334291e-4,Equally weighted
5.994574345553233e-4,Equally weighted
6.573207709038739e-4,Equally weighted
6.134404663639728e-4,Equally weighted
6.490536508854826e-4,Equally weighted
6.165839887544781e-4,Equally weighted
6.035925999457897e-4,Equally weighted
6.205447450127527e-4,Equally weighted
6.211833596245514e-4,Equally weighted
5.75462433052699e-4,Equally weighted
5.749346843566985e-4,Equally weighted
6.042709412895325e-4,Equally weighted
5.587287422495255e-4,Equally weighted
6.118553499627455e-4,Equally weighted
6.055202951144073e-4,Equally weighted
6.010793268465506e-4,Equally weighted
7.219587839319547e-4,Equally weighted
6.19382163186873e-4,Equally weighted
6.397031308355861e-4,Equally weighted
5.834637964420907e-4,Equally weighted
5.400014853795665e-4,Equally weighted
6.133613673087888e-4,Equally weighted
6.292973351953501e-4,Equally weighted
6.048466215869941e-4,Equally weighted
6.147446521313967e-4,Equally weighted
6.105897045466324e-4,Equally weighted
6.098159720077106e-4,Equally weighted
6.043794702151237e-4,Equally weighted
6.261517862570222e-4,Equally weighted
6.43132607019432e-4,Equally weighted
5.777505765929855e-4,Equally weighted
5.893599355468739e-4,Equally weighted
6.09551197783937e-4,Equally weighted
6.042620822083702e-4,Equally weighted
0.0010382680565231795,Equally weighted
5.557186155985443e-4,Equally weighted
6.33582592830286e-4,Equally weighted
5.592982630096966e-4,Equally weighted
6.911119571565953e-4,Equally weighted
7.293114659513582e-4,Equally weighted
5.891396145873485e-4,Equally weighted
6.095775354782956e-4,Equally weighted
5.141613438066233e-4,Equally weighted
6.095783400112974e-4,Equally weighted
6.076628923449025e-4,Equally weighted
6.185094144746835e-4,Equally weighted
5.048853426919197e-4,Equally weighted
6.182269967853018e-4,Equally weighted
6.234332942297956e-4,Equally weighted
6.335966146365788e-4,Equally weighted
6.083374503916399e-4,Equally weighted
6.202963031316864e-4,Equally weighted
6.096929394102169e-4,Equally weighted
6.096234010369845e-4,Equally weighted
5.363020777801367e-4,Equally weighted
6.097276439960155e-4,Equally weighted
5.264311355418169e-4,Equally weighted
5.515760479641775e-4,Equally weighted
6.097305682510231e-4,Equally weighted
5.736670313379722e-4,Equally weighted
6.097313729510224e-4,Equally weighted
6.09677604111897e-4,Equally weighted
6.097321776420821e-4,Equally weighted
6.004692241565033e-4,Equally weighted
5.817266784259697e-4,Equally weighted
6.097503316547739e-4,Equally weighted
6.26004225857924e-4,Equally weighted
6.09751135255829e-4,Equally weighted
6.105028107230015e-4,Equally weighted
6.042363037264501e-4,Equally weighted
5.38612013777098e-4,Equally weighted
6.358562505128307e-4,Equally weighted
6.20744935187465e-4,Equally weighted
8.85345772954386e-4,Equally weighted
6.242792029393048e-4,Equally weighted
6.13811732372951e-4,Equally weighted
6.958498694950387e-4,Equally weighted
5.2613014558662e-4,Equally weighted
4.96918075335144e-4,Equally weighted
5.596581960756671e-4,Equally weighted
6.224193962743675e-4,Equally weighted
6.369242296557658e-4,Equally weighted
6.525936754130547e-4,Equally weighted
6.097972087934475e-4,Equally weighted
6.138516904542825e-4,Equally weighted
5.864022870048231e-4,Equally weighted
6.097980110619769e-4,Equally weighted
6.024749274593342e-4,Equally weighted
5.553834901243159e-4,Equally weighted
6.097988133217734e-4,Equally weighted
6.097519388482159e-4,Equally weighted
5.69887119023778e-4,Equally weighted
7.291078849084936e-4,Equally weighted
5.975640360813343e-4,Equally weighted
6.606067547947601e-4,Equally weighted
6.708323290909567e-4,Equally weighted
5.759798191380805e-4,Equally weighted
6.097752117620806e-4,Equally weighted
5.885796671254288e-4,Equally weighted
6.135569184628094e-4,Equally weighted
5.859770450712005e-4,Equally weighted
6.416758573992066e-4,Equally weighted
5.811003558404598e-4,Equally weighted
6.020770582240937e-4,Equally weighted
5.786540968385417e-4,Equally weighted
6.668512916503423e-4,Equally weighted
6.651174713321337e-4,Equally weighted
5.717723129387359e-4,Equally weighted
6.499002244644757e-4,Equally weighted
6.519150072727296e-4,Equally weighted
5.80127196037922e-4,Equally weighted
7.32322341831179e-4,Equally weighted
6.395867443089245e-4,Equally weighted
6.21024683259764e-4,Equally weighted
5.597604285430369e-4,Equally weighted
6.635419661370044e-4,Equally weighted
6.111649384871133e-4,Equally weighted
6.669031053827785e-4,Equally weighted
6.216422737289096e-4,Equally weighted
5.614602843169365e-4,Equally weighted
5.738409819809292e-4,Equally weighted
5.614110165554164e-4,Equally weighted
5.691381485642909e-4,Equally weighted
5.795380974742189e-4,Equally weighted
6.705033041651361e-4,Equally weighted
5.808022108239851e-4,Equally weighted
5.734899822080829e-4,Equally weighted
6.618871740472231e-4,Equally weighted
5.99430149657347e-4,Equally weighted
5.885293562138635e-4,Equally weighted
6.145839311958677e-4,Equally weighted
6.95665187710741e-4,Equally weighted
6.171544135574094e-4,Equally weighted
5.806740178331089e-4,Equally weighted
6.038966315465729e-4,Equally weighted
6.054746087747871e-4,Equally weighted
6.616093917788472e-4,Equally weighted
6.80926157337587e-4,Equally weighted
6.847051010938346e-4,Equally weighted
5.243109500009162e-4,Equally weighted
5.790653323098142e-4,Equally weighted
6.138967257080652e-4,Equally weighted
6.919234984897919e-4,Equally weighted
5.771484632891163e-4,Equally weighted
6.22372675366674e-4,Equally weighted
5.537491309230954e-4,Equally weighted
5.394628296443257e-4,Equally weighted
6.436379830161286e-4,Equally weighted
5.396394134606018e-4,Equally weighted
6.749992218889947e-4,Equally weighted
5.795183525555674e-4,Equally weighted
6.207023462050242e-4,Equally weighted
6.148335637898493e-4,Equally weighted
5.543152925777763e-4,Equally weighted
6.27250235716537e-4,Equally weighted
5.83559159837e-4,Equally weighted
6.396507403632435e-4,Equally weighted
5.86412903123916e-4,Equally weighted
6.094686305921743e-4,Equally weighted
6.223235252975689e-4,Equally weighted
6.093676743233166e-4,Equally weighted
6.431545667036171e-4,Equally weighted
5.895185859095085e-4,Equally weighted
5.991495633661236e-4,Equally weighted
5.501552161688106e-4,Equally weighted
5.134655596811738e-4,Equally weighted
5.965736747038858e-4,Equally weighted
6.170238254095878e-4,Equally weighted
5.905439824806224e-4,Equally weighted
6.10847854846819e-4,Equally weighted
5.989326966845766e-4,Equally weighted
6.301412768943887e-4,Equally weighted
6.211518210587865e-4,Equally weighted
6.343278469780127e-4,Equally weighted
6.213851215890935e-4,Equally weighted
5.87345985274262e-4,Equally weighted
5.897935636100378e-4,Equally weighted
6.200222482937825e-4,Equally weighted
6.687914371107857e-4,Equally weighted
6.10007731299627e-4,Equally weighted
0.00062750142495801315,Equally weighted
5.711348839325328e-4,Equally weighted
7.131459997906664e-4,Equally weighted
5.589115726893716e-4,Equally weighted
6.795440477701266e-4,Equally weighted
5.545697373688799e-4,Equally weighted
6.20139165063243e-4,Equally weighted
6.212816231344445e-4,Equally weighted
6.092523030311032e-4,Equally weighted
6.394208533485731e-4,Equally weighted
6.238125928900926e-4,Equally weighted
6.090793551266887e-4,Equally weighted
6.109258601565728e-4,Equally weighted
5.557788951994968e-4,Equally weighted
6.460957982191395e-4,Equally weighted
6.185870737602867e-4,Equally weighted
5.587308686037352e-4,Equally weighted
6.111764467619155e-4,Equally weighted
5.82390773674349e-4,Equally weighted
5.829247168766969e-4,Equally weighted
5.824980052277953e-4,Equally weighted
6.220555730879824e-4,Equally weighted
6.33624429385011e-4,Equally weighted
5.849560565369919e-4,Equally weighted
7.069091431683274e-4,Equally weighted
5.841941891250705e-4,Equally weighted
6.263856469016156e-4,Equally weighted
6.138549888986019e-4,Equally weighted
6.204101783535092e-4,Equally weighted
5.374670554355801e-4,Equally weighted
6.245306881155177e-4,Equally weighted
5.804713653202162e-4,Equally weighted
6.00460285915221e-4,Equally weighted
6.135691688195892e-4,Equally weighted
6.330878980419772e-4,Equally weighted
5.824086787425911e-4,Equally weighted
4.96918075335144e-4,Equally weighted
5.870309416171171e-4,Equally weighted
6.250428880723904e-4,Equally weighted
5.874294691378036e-4,Equally weighted
5.712511888844921e-4,Equally weighted
5.717694007103308e-4,Equally weighted
6.173756423276626e-4,Equally weighted
6.150344818347555e-4,Equally weighted
6.699144160588262e-4,Equally weighted
6.314479477731271e-4,Equally weighted
5.827913822569158e-4,Equally weighted
5.536203933132184e-4,Equally weighted
5.835955056468312e-4,Equally weighted
6.247815342348831e-4,Equally weighted
6.955448870294047e-4,Equally weighted
6.972787412710146e-4,Equally weighted
4.96918075335144e-4,Equally weighted
4.96918075335144e-4,Equally weighted
7.051339566724534e-4,Equally weighted
6.059939914484212e-4,Equally weighted
5.825332478747001e-4,Equally weighted
6.145039377752345e-4,Equally weighted
6.29007371742201e-4,Equally weighted
5.817460417334597e-4,Equally weighted
5.748783059675699e-4,Equally weighted
5.999020593021955e-4,Equally weighted
5.893424850937597e-4,Equally weighted
5.825589071245184e-4,Equally weighted
5.506670462159307e-4,Equally weighted
6.628409739812608e-4,Equally weighted
5.760334294972981e-4,Equally weighted
5.375999221959683e-4,Equally weighted
6.542023541245771e-4,Equally weighted
6.118922416608258e-4,Equally weighted
5.144497821052796e-4,Equally weighted
5.836117307238773e-4,Equally weighted
6.063937675750841e-4,Equally weighted
6.115785560796397e-4,Equally weighted
6.256578206475642e-4,Equally weighted
5.825792898602679e-4,Equally weighted
5.412317629600972e-4,Equally weighted
5.044159967106335e-4,Equally weighted
5.69781562502948e-4,Equally weighted
6.252055828605258e-4,Equally weighted
6.268515839348298e-4,Equally weighted
5.825914408512904e-4,Equally weighted
6.206147176099554e-4,Equally weighted
6.133183758014579e-4,Equally weighted
6.065227044484558e-4,Equally weighted
5.799733225436933e-4,Equally weighted
5.829951852133031e-4,Equally weighted
5.726136067671769e-4,Equally weighted
5.706102429027353e-4,Equally weighted
6.090015080076548e-4,Equally weighted
5.824668394391118e-4,Equally weighted
6.118296766043375e-4,Equally weighted
6.880020232734156e-4,Equally weighted
6.442788249099627e-4,Equally weighted
6.274514251164705e-4,Equally weighted
6.051144120198368e-4,Equally weighted
6.019963021278147e-4,Equally weighted
5.237191198020801e-4,Equally weighted
5.511913164839609e-4,Equally weighted
5.826616356746932e-4,Equally weighted
6.338830872410603e-4,Equally weighted
5.814434679631601e-4,Equally weighted
6.080613515040945e-4,Equally weighted
6.09693472741469e-4,Equally weighted
5.998650363063256e-4,Equally weighted
6.096521702389725e-4,Equally weighted
6.134861811936675e-4,Equally weighted
6.015287371898946e-4,Equally weighted
7.069275766915867e-4,Equally weighted
5.926021575675916e-4,Equally weighted
5.56458203962638e-4,Equally weighted
5.763175993141227e-4,Equally weighted
5.999149011543822e-4,Equally weighted
6.100362132064476e-4,Equally weighted
6.601331175041394e-4,Equally weighted
6.005503776843997e-4,Equally weighted
7.305270076877204e-4,Equally weighted
6.092049792889013e-4,Equally weighted
6.682313073988994e-4,Equally weighted
6.263278082513588e-4,Equally weighted
6.005214043379767e-4,Equally weighted
6.260340190175335e-4,Equally weighted
6.293012238734612e-4,Equally weighted
6.238445269296882e-4,Equally weighted
6.107704502485005e-4,Equally weighted
5.619952923660568e-4,Equally weighted
6.373755717851605e-4,Equally weighted
5.8266237443119e-4,Equally weighted
5.792382594038375e-4,Equally weighted
5.783152346413666e-4,Equally weighted
5.826807709876064e-4,Equally weighted
5.501595952145894e-4,Equally weighted
5.751979846968244e-4,Equally weighted
6.321982033014969e-4,Equally weighted
5.826901130859635e-4,Equally weighted
6.140546592051929e-4,Equally weighted
6.342224901217563e-4,Equally weighted
6.133796711823167e-4,Equally weighted
5.832538525391505e-4,Equally weighted
5.806566016264502e-4,Equally weighted
5.760623122836895e-4,Equally weighted
6.229266696569633e-4,Equally weighted
6.17486324471567e-4,Equally weighted
5.54920325091839e-4,Equally weighted
5.90889533071823e-4,Equally weighted
6.471001239651145e-4,Equally weighted
5.536291466083632e-4,Equally weighted
0.0011738412660149524,Equally weighted
4.96918075335144e-4,Equally weighted
6.226056846095259e-4,Equally weighted
5.990567690342827e-4,Equally weighted
5.843311289710574e-4,Equally weighted
5.401368675330304e-4,Equally weighted
6.218055815000434e-4,Equally weighted
6.106214308051101e-4,Equally weighted
6.259772961624226e-4,Equally weighted
6.06388681346149e-4,Equally weighted
5.126444113636258e-4,Equally weighted
6.347832097801556e-4,Equally weighted
6.185719367937788e-4,Equally weighted
5.826908525735029e-4,Equally weighted
5.719031748618289e-4,Equally weighted
7.184866806773422e-4,Equally weighted
9.974902779204414e-4,Equally weighted
6.217182847970218e-4,Equally weighted
8.130947358457717e-4,Equally weighted
6.73321512715652e-4,Equally weighted
6.128306180574165e-4,Equally weighted
5.952963355210296e-4,Equally weighted
5.353454624714151e-4,Equally weighted
5.047354607931924e-4,Equally weighted
7.931841880955972e-4,Equally weighted
5.818325888314768e-4,Equally weighted
5.823580268765597e-4,Equally weighted
5.91011435523662e-4,Equally weighted
5.841909057864596e-4,Equally weighted
6.422770624269393e-4,Equally weighted
6.159228005348573e-4,Equally weighted
6.078904313435496e-4,Equally weighted
5.728814771537502e-4,Equally weighted
6.111172812836522e-4,Equally weighted
5.927813655385201e-4,Equally weighted
6.133173090722019e-4,Equally weighted
6.33468378821965e-4,Equally weighted
6.113609006761341e-4,Equally weighted
5.827153401193126e-4,Equally weighted
6.135218481413964e-4,Equally weighted
5.839799525223211e-4,Equally weighted
6.056914098490554e-4,Equally weighted
5.978257801309641e-4,Equally weighted
6.176072755059571e-4,Equally weighted
6.120482351937595e-4,Equally weighted
5.827560724059649e-4,Equally weighted
6.323805824068365e-4,Equally weighted
5.847379690531256e-4,Equally weighted
6.160548768636117e-4,Equally weighted
6.068667007678478e-4,Equally weighted
6.663037037785869e-4,Equally weighted
6.835585420027634e-4,Equally weighted
6.012126106021964e-4,Equally weighted
6.139691813980861e-4,Equally weighted
6.070846537136593e-4,Equally weighted
6.811951954333514e-4,Equally weighted
6.153093511030522e-4,Equally weighted
5.827568134053408e-4,Equally weighted
6.7724139803047e-4,Equally weighted
6.552828947345117e-4,Equally weighted
5.851458782603647e-4,Equally weighted
5.607243269585753e-4,Equally weighted
5.827990315433341e-4,Equally weighted
6.70574845780652e-4,Equally weighted
6.118672256422656e-4,Equally weighted
6.236542973743063e-4,Equally weighted
6.561154611017203e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.178245309122861e-4,Equally weighted
6.534982355034554e-4,Equally weighted
6.06532941936462e-4,Equally weighted
7.54895757513359e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.446780768043047e-4,Equally weighted
5.828082077561725e-4,Equally weighted
5.255418574135827e-4,Equally weighted
5.828252558664433e-4,Equally weighted
6.250014077213442e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.202802399668506e-4,Equally weighted
7.265445811722983e-4,Equally weighted
5.828427350961277e-4,Equally weighted
5.828807485655879e-4,Equally weighted
5.824841191527609e-4,Equally weighted
5.413980695002684e-4,Equally weighted
6.112272759370613e-4,Equally weighted
6.201075428193578e-4,Equally weighted
5.82903732945275e-4,Equally weighted
5.366840222793988e-4,Equally weighted
5.829171172027595e-4,Equally weighted
6.561653409284489e-4,Equally weighted
6.034327284191772e-4,Equally weighted
6.18406851848813e-4,Equally weighted
7.261345455890557e-4,Equally weighted
5.981325126786652e-4,Equally weighted
6.304381576320185e-4,Equally weighted
5.829527040079905e-4,Equally weighted
6.23204183888407e-4,Equally weighted
6.05450316775202e-4,Equally weighted
6.24559462118001e-4,Equally weighted
6.159673806502216e-4,Equally weighted
6.395781971018969e-4,Equally weighted
5.734500519221136e-4,Equally weighted
5.859167772868849e-4,Equally weighted
5.40643119531293e-4,Equally weighted
6.152129363129144e-4,Equally weighted
6.110883668563713e-4,Equally weighted
6.096078905600097e-4,Equally weighted
5.569337016431388e-4,Equally weighted
6.398131040546577e-4,Equally weighted
6.339717385455005e-4,Equally weighted
6.084217329415529e-4,Equally weighted
6.0762010136164e-4,Equally weighted
6.921780020765313e-4,Equally weighted
6.282542525768371e-4,Equally weighted
6.256218230409654e-4,Equally weighted
6.605689641604532e-4,Equally weighted
5.855497363529013e-4,Equally weighted
5.541633546399827e-4,Equally weighted
6.465075702195804e-4,Equally weighted
6.389076361758665e-4,Equally weighted
6.190649287236634e-4,Equally weighted
6.119347815853271e-4,Equally weighted
5.600876349988326e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.11130555863847e-4,Equally weighted
6.16523099469564e-4,Equally weighted
4.96918075335144e-4,Equally weighted
5.393325372213017e-4,Equally weighted
7.332254134414963e-4,Equally weighted
6.121427330212142e-4,Equally weighted
6.131428684271267e-4,Equally weighted
6.367577964041148e-4,Equally weighted
6.032058330979707e-4,Equally weighted
6.19818174939447e-4,Equally weighted
5.381176578501705e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.100704971939179e-4,Equally weighted
6.439935961605976e-4,Equally weighted
5.909505801934888e-4,Equally weighted
6.74411124818329e-4,Equally weighted
6.016891380927938e-4,Equally weighted
5.827869668397665e-4,Equally weighted
6.238637353704416e-4,Equally weighted
6.17617032705399e-4,Equally weighted
6.372153942714822e-4,Equally weighted
5.856157174585228e-4,Equally weighted
7.151150196446571e-4,Equally weighted
6.221322713539999e-4,Equally weighted
6.613119478609539e-4,Equally weighted
5.807901465657591e-4,Equally weighted
6.716723709899089e-4,Equally weighted
6.788564168291053e-4,Equally weighted
6.319198199812278e-4,Equally weighted
5.875424602237848e-4,Equally weighted
6.129403312252289e-4,Equally weighted
6.074151208190803e-4,Equally weighted
6.217613086774981e-4,Equally weighted
6.295540547932851e-4,Equally weighted
6.692899368140096e-4,Equally weighted
5.523458511167204e-4,Equally weighted
5.798029556728178e-4,Equally weighted
6.869186577021694e-4,Equally weighted
6.466842928096009e-4,Equally weighted
6.114175779392703e-4,Equally weighted
5.560676363082707e-4,Equally weighted
5.558158688558106e-4,Equally weighted
6.31750827093784e-4,Equally weighted
5.789660545931275e-4,Equally weighted
6.094269114951642e-4,Equally weighted
6.840355391602998e-4,Equally weighted
5.878488284240736e-4,Equally weighted
6.307770743268644e-4,Equally weighted
5.391537405031372e-4,Equally weighted
5.050386723142061e-4,Equally weighted
5.150550638457271e-4,Equally weighted
6.847375522098217e-4,Equally weighted
6.167822595886861e-4,Equally weighted
5.833218200055288e-4,Equally weighted
5.575105256500419e-4,Equally weighted
0.00060280706598981465,Equally weighted
6.050342166213638e-4,Equally weighted
5.996145075318472e-4,Equally weighted
6.141355772008717e-4,Equally weighted
5.905488226621005e-4,Equally weighted
5.890927701112838e-4,Equally weighted
6.820143303892566e-4,Equally weighted
6.781039741452989e-4,Equally weighted
6.31647751491867e-4,Equally weighted
5.810974028920093e-4,Equally weighted
6.130317422645137e-4,Equally weighted
6.079820705300138e-4,Equally weighted
6.415794389272105e-4,Equally weighted
6.496445162938502e-4,Equally weighted
5.792456152537798e-4,Equally weighted
6.034018733571824e-4,Equally weighted
6.853584458727708e-4,Equally weighted
6.055183336738537e-4,Equally weighted
6.211610935158599e-4,Equally weighted
5.693336416461589e-4,Equally weighted
5.523939317040571e-4,Equally weighted
6.103277593779604e-4,Equally weighted
6.484143515919122e-4,Equally weighted
6.289024268623543e-4,Equally weighted
6.546850731692584e-4,Equally weighted
5.583367586428513e-4,Equally weighted
5.889984209815525e-4,Equally weighted
5.125813996613802e-4,Equally weighted
6.069609394803771e-4,Equally weighted
5.364491121414368e-4,Equally weighted
6.045508379628402e-4,Equally weighted
6.143748179017235e-4,Equally weighted
5.807526343162052e-4,Equally weighted
6.514605742547893e-4,Equally weighted
6.193088832216021e-4,Equally weighted
6.661124059715307e-4,Equally weighted
5.741644960341874e-4,Equally weighted
6.202409277491241e-4,Equally weighted
5.981301702074411e-4,Equally weighted
6.20180980847042e-4,Equally weighted
6.293986596365465e-4,Equally weighted
6.087380277785532e-4,Equally weighted
6.212768133834532e-4,Equally weighted
5.979544163145031e-4,Equally weighted
6.24824036757431e-4,Equally weighted
6.199177624770179e-4,Equally weighted
6.196936089718092e-4,Equally weighted
6.000948813619303e-4,Equally weighted
6.307837725673799e-4,Equally weighted
6.638570231706618e-4,Equally weighted
5.761545573621602e-4,Equally weighted
5.804338780148998e-4,Equally weighted
5.733227772163225e-4,Equally weighted
6.06704281825316e-4,Equally weighted
5.85538678960388e-4,Equally weighted
6.128552185694184e-4,Equally weighted
6.210163490072032e-4,Equally weighted
6.461340369934671e-4,Equally weighted
6.302751635026293e-4,Equally weighted
5.917823365923367e-4,Equally weighted
5.816402931559299e-4,Equally weighted
6.081413491626341e-4,Equally weighted
6.17440962158048e-4,Equally weighted
6.161738674217447e-4,Equally weighted
6.194343108287425e-4,Equally weighted
5.493557813824444e-4,Equally weighted
6.441410403503394e-4,Equally weighted
6.150457165684095e-4,Equally weighted
6.158063333699667e-4,Equally weighted
6.219714541335412e-4,Equally weighted
6.120168985050984e-4,Equally weighted
5.835415104978315e-4,Equally weighted
5.547759424884517e-4,Equally weighted
6.094264115549114e-4,Equally weighted
5.368832397733043e-4,Equally weighted
6.01428062549476e-4,Equally weighted
6.052891992538303e-4,Equally weighted
6.135258334002329e-4,Equally weighted
5.80455308347952e-4,Equally weighted
6.107924847164605e-4,Equally weighted
6.045241510056518e-4,Equally weighted
6.302299615171238e-4,Equally weighted
6.026156993742008e-4,Equally weighted
6.475371489922727e-4,Equally weighted
5.872501946073808e-4,Equally weighted
6.477030059579762e-4,Equally weighted
6.205431711616277e-4,Equally weighted
6.041357688480649e-4,Equally weighted
0.0010243812484075987,Equally weighted
6.341327003571892e-4,Equally weighted
6.231294118742063e-4,Equally weighted
5.923873398006059e-4,Equally weighted
6.31556207431895e-4,Equally weighted
6.307989223872068e-4,Equally weighted
6.308805924793524e-4,Equally weighted
6.121636291413305e-4,Equally weighted
6.512447429150911e-4,Equally weighted
6.178508734873612e-4,Equally weighted
6.007416925882397e-4,Equally weighted
6.786809179892557e-4,Equally weighted
5.393480515270301e-4,Equally weighted
6.269863761167316e-4,Equally weighted
5.508575187111476e-4,Equally weighted
6.518258730756545e-4,Equally weighted
6.123530323654042e-4,Equally weighted
6.123664723263547e-4,Equally weighted
