omega,weighting
6.085823330662735e-4,Equally weighted
6.071689456490495e-4,Equally weighted
5.535859660308418e-4,Equally weighted
5.855582721774204e-4,Equally weighted
5.745699720852172e-4,Equally weighted
5.890531346346071e-4,Equally weighted
5.86302772234799e-4,Equally weighted
6.412087123660918e-4,Equally weighted
6.052235734268067e-4,Equally weighted
6.083481460396498e-4,Equally weighted
6.142506599184146e-4,Equally weighted
5.881819799900729e-4,Equally weighted
5.880453190114499e-4,Equally weighted
6.02284947803853e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.224508273113741e-4,Equally weighted
7.236172961641184e-4,Equally weighted
5.85001501754811e-4,Equally weighted
5.751475766755711e-4,Equally weighted
6.117194180401181e-4,Equally weighted
6.26466596712722e-4,Equally weighted
6.11211601147897e-4,Equally weighted
6.345147178444274e-4,Equally weighted
6.219286248209373e-4,Equally weighted
5.784983247393576e-4,Equally weighted
6.152951291959549e-4,Equally weighted
5.84545527288164e-4,Equally weighted
6.054618461511617e-4,Equally weighted
5.544325652168953e-4,Equally weighted
5.698662315883552e-4,Equally weighted
6.103300655439784e-4,Equally weighted
6.019500151597439e-4,Equally weighted
5.847953063035606e-4,Equally weighted
6.441224541632151e-4,Equally weighted
5.049477077889327e-4,Equally weighted
4.96918075335144e-4,Equally weighted
6.046426176820878e-4,Equally weighted
5.835205785347605e-4,Equally weighted
5.753555625341592e-4,Equally weighted
6.146277131321564e-4,Equally weighted
6.093747716506336e-4,Equally weighted
6.262501988663071e-4,Equally weighted
5.229063757589517e-4,Equally weighted
6.099466057057523e-4,Equally weighted
6.081150274853835e-4,Equally weighted
6.141166586921459e-4,Equally weighted
6.117003585682749e-4,Equally weighted
6.247715047155763e-4,Equally weighted
5.731410774087696e-4,Equally weighted
6.255923834377459e-4,Equally weighted
7.260587614313066e-4,Equally weighted
6.083615503152146e-4,Equally weighted
6.236424895758635e-4,Equally weighted
6.237074367068431e-4,Equally weighted
6.032338153633733e-4,Equally weighted
5.870776793773191e-4,Equally weighted
5.804831319701193e-4,Equally weighted
6.392203560838715e-4,Equally weighted
6.324797198887439e-4,Equally weighted
6.248459034760356e-4,Equally weighted
5.842254709920771e-4,Equally weighted
6.24090035752285e-4,Equally weighted
5.879227199596265e-4,Equally weighted
6.166494955589949e-4,Equally weighted
6.687564378230292e-4,Equally weighted
6.169149511244156e-4,Equally weighted
6.291444932221307e-4,Equally weighted
6.13310426573497e-4,Equally weighted
6.125064121259598e-4,Equally weighted
6.142714267113515e-4,Equally weighted
5.80968021630219e-4,Equally weighted
5.859765109907257e-4,Equally weighted
6.117107290750901e-4,Equally weighted
6.243582234676936e-4,Equally weighted
6.075012103135042e-4,Equally weighted
6.256711785955937e-4,Equally weighted
5.147500386565311e-4,Equally weighted
6.483530608566574e-4,Equally weighted
6.354080706398275e-4,Equally weighted
6.160236675922486e-4,Equally weighted
5.806817623862974e-4,Equally weighted
6.863380585097498e-4,Equally weighted
6.593390156427319e-4,Equally weighted
6.383217204586812e-4,Equally weighted
6.358905900312269e-4,Equally weighted
6.289308516448247e-4,Equally weighted
6.150258816383863e-4,Equally weighted
6.16169545315064e-4,Equally weighted
6.056732501972527e-4,Equally weighted
6.089136358631453e-4,Equally weighted
6.365279232391539e-4,Equally weighted
5.470049953422028e-4,Population weighted
6.257071271530772e-4,Population weighted
6.197149908551729e-4,Population weighted
5.550844945977923e-4,Population weighted
5.853559224443504e-4,Population weighted
6.478210376329017e-4,Population weighted
6.501717961182826e-4,Population weighted
5.993345913349967e-4,Population weighted
5.456821377185205e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.115815027829089e-4,Population weighted
5.539536228857201e-4,Population weighted
6.226947006623887e-4,Population weighted
6.601475727563803e-4,Population weighted
6.137870017688278e-4,Population weighted
6.637737091936922e-4,Population weighted
6.042478670072462e-4,Population weighted
6.810065635835012e-4,Population weighted
6.042630795998578e-4,Population weighted
6.12263338411087e-4,Population weighted
5.888297837532298e-4,Population weighted
5.849275151284647e-4,Population weighted
6.406322709220642e-4,Population weighted
6.274122689921895e-4,Population weighted
5.835738235305798e-4,Population weighted
6.394064586888673e-4,Population weighted
5.904010423109641e-4,Population weighted
6.477419257682095e-4,Population weighted
6.339409175753324e-4,Population weighted
5.699905431183572e-4,Population weighted
6.136248746533802e-4,Population weighted
4.919193107804444e-4,Population weighted
6.085979296325484e-4,Population weighted
6.798501440712123e-4,Population weighted
5.826476247192624e-4,Population weighted
6.139960444420503e-4,Population weighted
6.185984696263321e-4,Population weighted
5.928851551915496e-4,Population weighted
6.081029914415745e-4,Population weighted
6.240994594467231e-4,Population weighted
5.791558543812106e-4,Population weighted
6.405129900701005e-4,Population weighted
6.520806023407325e-4,Population weighted
6.486705364828361e-4,Population weighted
6.096019132984879e-4,Population weighted
6.097998435621779e-4,Population weighted
6.09482686979644e-4,Population weighted
5.829788941870752e-4,Population weighted
5.839223814789819e-4,Population weighted
6.108267452846355e-4,Population weighted
5.80444088649084e-4,Population weighted
5.917988517468038e-4,Population weighted
6.150584267094017e-4,Population weighted
6.155801790015764e-4,Population weighted
5.907953630683819e-4,Population weighted
5.878426800216549e-4,Population weighted
7.630675471543209e-4,Population weighted
5.68189411515979e-4,Population weighted
6.242899389773523e-4,Population weighted
5.827217371759966e-4,Population weighted
5.477293211889997e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.191269103156805e-4,Population weighted
5.856907716395011e-4,Population weighted
5.988797655594814e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.743536499617502e-4,Population weighted
6.117273619163987e-4,Population weighted
6.622358371428551e-4,Population weighted
5.831180034459183e-4,Population weighted
5.761131536312705e-4,Population weighted
6.094324904418626e-4,Population weighted
6.295025338760064e-4,Population weighted
6.800001208812659e-4,Population weighted
6.24567938579107e-4,Population weighted
5.913982165881039e-4,Population weighted
6.197011334148443e-4,Population weighted
6.393356232658021e-4,Population weighted
6.241284737198945e-4,Population weighted
6.569012697660941e-4,Population weighted
5.449146507079584e-4,Population weighted
6.065055127647833e-4,Population weighted
5.890145825018911e-4,Population weighted
5.86529741767182e-4,Population weighted
5.282011740453742e-4,Population weighted
6.184349224674594e-4,Population weighted
6.668828029402745e-4,Population weighted
5.484376430640617e-4,Population weighted
6.661737870802368e-4,Population weighted
5.743268789053268e-4,Population weighted
6.217619493414766e-4,Population weighted
6.405463313286758e-4,Population weighted
6.212668310835405e-4,Population weighted
6.07772652954917e-4,Population weighted
6.280665800645594e-4,Population weighted
6.134079011967237e-4,Population weighted
6.052876768844026e-4,Population weighted
6.34638541163703e-4,Population weighted
6.591065911909808e-4,Population weighted
6.969517282636603e-4,Population weighted
6.299407157946204e-4,Population weighted
6.167935355162623e-4,Population weighted
6.134553346273786e-4,Population weighted
5.909463892662885e-4,Population weighted
6.510504035050342e-4,Population weighted
6.048187043351763e-4,Population weighted
6.154985314717433e-4,Population weighted
5.998428258674258e-4,Population weighted
6.17124035311663e-4,Population weighted
6.287879719376986e-4,Population weighted
6.408775649589018e-4,Population weighted
6.193095485092035e-4,Population weighted
6.31763364608434e-4,Population weighted
5.741805964669298e-4,Population weighted
6.24572510789313e-4,Population weighted
6.154517357894419e-4,Population weighted
6.28990506571251e-4,Population weighted
6.18278255031032e-4,Population weighted
6.304577136839619e-4,Population weighted
6.170168051116686e-4,Population weighted
6.358326035062612e-4,Population weighted
6.547132338891208e-4,Population weighted
6.196207304044399e-4,Population weighted
6.201958450949723e-4,Population weighted
6.274926021001594e-4,Population weighted
6.262155353479686e-4,Population weighted
6.147417369803964e-4,Population weighted
6.520797289169616e-4,Population weighted
6.407442197339421e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.013187797180228e-4,Population weighted
5.90268954526062e-4,Population weighted
6.297716475092981e-4,Population weighted
7.016068999748164e-4,Population weighted
5.43742448563614e-4,Population weighted
5.14077716657595e-4,Population weighted
4.8256907548159766e-4,Population weighted
7.970515373675079e-4,Population weighted
6.262530421457439e-4,Population weighted
6.311966970129449e-4,Population weighted
6.284120484233907e-4,Population weighted
6.211904607958214e-4,Population weighted
5.286771590231352e-4,Population weighted
5.741777131892319e-4,Population weighted
5.802284006803283e-4,Population weighted
6.056475504012879e-4,Population weighted
5.530542697890488e-4,Population weighted
5.681805278834901e-4,Population weighted
6.109719055009244e-4,Population weighted
5.968214700659544e-4,Population weighted
5.856157021829773e-4,Population weighted
5.843435059640385e-4,Population weighted
5.74498128201277e-4,Population weighted
5.86562555402978e-4,Population weighted
6.874967587437719e-4,Population weighted
6.011571253393387e-4,Population weighted
5.855993279210164e-4,Population weighted
5.457049514368224e-4,Population weighted
6.001833296101175e-4,Population weighted
6.19327435621869e-4,Population weighted
6.307254790256105e-4,Population weighted
6.027860641819196e-4,Population weighted
6.052526065055153e-4,Population weighted
0.0013182163194691045,Population weighted
6.013206921070924e-4,Population weighted
6.412646014070404e-4,Population weighted
6.157235707856867e-4,Population weighted
6.353228492940798e-4,Population weighted
5.673026346109826e-4,Population weighted
6.345979745413759e-4,Population weighted
6.00435909203084e-4,Population weighted
6.133552853821458e-4,Population weighted
6.544682211649654e-4,Population weighted
5.877090849746871e-4,Population weighted
6.026034321586407e-4,Population weighted
5.512261391375883e-4,Population weighted
6.342337538865762e-4,Population weighted
6.203397546380493e-4,Population weighted
7.271551111240684e-4,Population weighted
5.828770490601258e-4,Population weighted
5.505388723060231e-4,Population weighted
6.091988826937294e-4,Population weighted
5.030473631569321e-4,Population weighted
6.172569156915591e-4,Population weighted
5.697709614438748e-4,Population weighted
6.06356455230914e-4,Population weighted
5.329022683295285e-4,Population weighted
6.459920983399603e-4,Population weighted
5.301240814849676e-4,Population weighted
5.854861817864923e-4,Population weighted
6.161778968533977e-4,Population weighted
6.294717745336132e-4,Population weighted
5.528881900886453e-4,Population weighted
6.277429658920698e-4,Population weighted
5.960029267103645e-4,Population weighted
5.552289151183009e-4,Population weighted
5.97585328059163e-4,Population weighted
6.352294692581887e-4,Population weighted
5.444621652830592e-4,Population weighted
5.433292440933679e-4,Population weighted
6.161737637250248e-4,Population weighted
6.177557451601016e-4,Population weighted
6.242315352376947e-4,Population weighted
6.973331047674782e-4,Population weighted
6.960653569977769e-4,Population weighted
6.4884103129937e-4,Population weighted
6.945242165109118e-4,Population weighted
7.03269043229714e-4,Population weighted
6.101595571689171e-4,Population weighted
6.172845843785677e-4,Population weighted
5.718922340721313e-4,Population weighted
5.800475498396923e-4,Population weighted
6.300365873626168e-4,Population weighted
6.642534049336087e-4,Population weighted
5.037455083140715e-4,Population weighted
7.499664677431022e-4,Population weighted
6.844491144328502e-4,Population weighted
6.434873042677894e-4,Population weighted
6.123306424560617e-4,Population weighted
7.053820534485332e-4,Population weighted
6.098233350401862e-4,Population weighted
5.673812718195481e-4,Population weighted
6.160926193373883e-4,Population weighted
5.301621167788904e-4,Population weighted
6.284156351484308e-4,Population weighted
6.101476916961206e-4,Population weighted
6.240604140359947e-4,Population weighted
6.91692280647634e-4,Population weighted
6.100289801736125e-4,Population weighted
5.716476965312723e-4,Population weighted
6.100404326779475e-4,Population weighted
7.092548700184504e-4,Population weighted
5.538036095408975e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.301576033353565e-4,Population weighted
5.902839621234128e-4,Population weighted
7.322637599320008e-4,Population weighted
5.741030166025819e-4,Population weighted
5.510605827239448e-4,Population weighted
6.350021295233167e-4,Population weighted
5.772351953173175e-4,Population weighted
6.616188559894488e-4,Population weighted
6.319462994058604e-4,Population weighted
6.236550081889835e-4,Population weighted
5.798338128261827e-4,Population weighted
6.911534391635232e-4,Population weighted
6.212073815093078e-4,Population weighted
6.307308726691812e-4,Population weighted
5.44291687049877e-4,Population weighted
5.874260357248685e-4,Population weighted
5.713221360976246e-4,Population weighted
6.687569964788665e-4,Population weighted
6.03772024349854e-4,Population weighted
5.462968876329512e-4,Population weighted
6.292856353806846e-4,Population weighted
6.032669518691216e-4,Population weighted
5.806776671103232e-4,Population weighted
6.593602384016461e-4,Population weighted
5.285016424075962e-4,Population weighted
5.889549734235751e-4,Population weighted
6.523904975225817e-4,Population weighted
6.087324286896257e-4,Population weighted
6.114783042352006e-4,Population weighted
5.843779169581857e-4,Population weighted
0.0017835818826015925,Population weighted
6.164976395825776e-4,Population weighted
5.796696099288734e-4,Population weighted
5.748423646307744e-4,Population weighted
6.956103749956871e-4,Population weighted
6.563044367956112e-4,Population weighted
5.760099362659099e-4,Population weighted
5.8891157222787e-4,Population weighted
5.562059974069824e-4,Population weighted
7.118992057294554e-4,Population weighted
6.228692059858173e-4,Population weighted
5.46521251455267e-4,Population weighted
6.169233215501563e-4,Population weighted
5.6706924441695e-4,Population weighted
5.793456739277383e-4,Population weighted
5.742839637513957e-4,Population weighted
6.24593455896343e-4,Population weighted
7.061827837994023e-4,Population weighted
7.132379930813501e-4,Population weighted
6.075362939360474e-4,Population weighted
6.214589697998071e-4,Population weighted
6.4433262986337e-4,Population weighted
5.629149458119765e-4,Population weighted
6.354712069023699e-4,Population weighted
6.284811447758104e-4,Population weighted
6.744004797047443e-4,Population weighted
6.307007668958038e-4,Population weighted
6.245689254608791e-4,Population weighted
5.522241158843282e-4,Population weighted
6.01041643328415e-4,Population weighted
5.761739171859318e-4,Population weighted
6.09637093941924e-4,Population weighted
6.449471650270573e-4,Population weighted
6.13816468271086e-4,Population weighted
6.082075003142089e-4,Population weighted
6.214928109994207e-4,Population weighted
5.540403795775764e-4,Population weighted
5.515261274970008e-4,Population weighted
5.546178296660292e-4,Population weighted
6.771751997530003e-4,Population weighted
5.761875642201744e-4,Population weighted
5.761693634981856e-4,Population weighted
5.748574252613117e-4,Population weighted
6.964510012542066e-4,Population weighted
6.251511180300014e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.985666211569786e-4,Population weighted
5.171865168086537e-4,Population weighted
6.502309207102517e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.483008984291639e-4,Population weighted
6.153034540290509e-4,Population weighted
5.50152026953443e-4,Population weighted
6.046065247925954e-4,Population weighted
5.561843904268008e-4,Population weighted
6.134681523317965e-4,Population weighted
6.211204044158321e-4,Population weighted
6.035958900669309e-4,Population weighted
6.246223511325269e-4,Population weighted
6.491528610799463e-4,Population weighted
5.669402591439171e-4,Population weighted
6.381537395626591e-4,Population weighted
6.12042581999957e-4,Population weighted
6.239271943500733e-4,Population weighted
6.699179089243327e-4,Population weighted
5.026274891338451e-4,Population weighted
6.595454350830335e-4,Population weighted
5.023159643291095e-4,Population weighted
5.766411836547995e-4,Population weighted
6.121397994831976e-4,Population weighted
6.317534517172334e-4,Population weighted
6.174446769358135e-4,Population weighted
6.994921111598312e-4,Population weighted
5.028481171096322e-4,Population weighted
5.164259216234179e-4,Population weighted
6.758495354304575e-4,Population weighted
5.010641478843519e-4,Population weighted
6.158294441296507e-4,Population weighted
5.989869001982163e-4,Population weighted
6.954328364996822e-4,Population weighted
5.802509829728591e-4,Population weighted
4.8256907548159766e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.548857829203586e-4,Population weighted
6.169632864315127e-4,Population weighted
6.170022229822652e-4,Population weighted
6.67336182527316e-4,Population weighted
6.391339753137633e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.170131911462156e-4,Population weighted
6.079957302466037e-4,Population weighted
6.371997203018793e-4,Population weighted
7.677755033783915e-4,Population weighted
5.699010312154098e-4,Population weighted
6.175916929538314e-4,Population weighted
6.249476334622909e-4,Population weighted
7.337722547187463e-4,Population weighted
6.170950367682045e-4,Population weighted
6.121079108417706e-4,Population weighted
6.682386060282969e-4,Population weighted
6.220552734837272e-4,Population weighted
5.868171824539334e-4,Population weighted
6.535903644669702e-4,Population weighted
6.769064926162503e-4,Population weighted
7.774805083703277e-4,Population weighted
6.17050950136551e-4,Population weighted
6.064941958921408e-4,Population weighted
6.174555024165661e-4,Population weighted
6.171445259876735e-4,Population weighted
5.791832138080292e-4,Population weighted
6.981130346228767e-4,Population weighted
7.463516507044606e-4,Population weighted
6.116415646171805e-4,Population weighted
6.170619413066749e-4,Population weighted
6.019641974239853e-4,Population weighted
6.005860879003158e-4,Population weighted
6.292261125147939e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.137359973450954e-4,Population weighted
6.354490575513705e-4,Population weighted
5.670625464489508e-4,Population weighted
6.171726637805403e-4,Population weighted
5.149814384106204e-4,Population weighted
6.171780932022377e-4,Population weighted
6.402980620260567e-4,Population weighted
6.171835222682679e-4,Population weighted
5.47790009891362e-4,Population weighted
6.224936402432062e-4,Population weighted
5.473159648902835e-4,Population weighted
6.221326981016013e-4,Population weighted
5.168093170117803e-4,Population weighted
6.748476436285839e-4,Population weighted
6.170291348391482e-4,Population weighted
6.417270881398383e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.213715108395571e-4,Population weighted
5.759589598478469e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.453215157838501e-4,Population weighted
6.343626530414079e-4,Population weighted
6.17105719124842e-4,Population weighted
6.74165898284755e-4,Population weighted
6.224353331793418e-4,Population weighted
5.014461113813336e-4,Population weighted
5.299034760214565e-4,Population weighted
5.270645753547474e-4,Population weighted
5.983109639921546e-4,Population weighted
6.262979302549625e-4,Population weighted
5.145947698641162e-4,Population weighted
6.171998621201104e-4,Population weighted
6.565429344730707e-4,Population weighted
4.8256907548159766e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.344677493328953e-4,Population weighted
6.495645575954695e-4,Population weighted
6.362717398019615e-4,Population weighted
8.377984428468816e-4,Population weighted
5.95356861248629e-4,Population weighted
6.670528431878651e-4,Population weighted
6.144296005380645e-4,Population weighted
6.491595322617213e-4,Population weighted
6.281446678102504e-4,Population weighted
6.172255151881758e-4,Population weighted
5.140285617473668e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.857317447686597e-4,Population weighted
6.172309338033917e-4,Population weighted
6.412893719455346e-4,Population weighted
5.345138170893745e-4,Population weighted
5.487047547999462e-4,Population weighted
6.236411252675582e-4,Population weighted
7.144220248117804e-4,Population weighted
6.019538878382992e-4,Population weighted
6.571064350871082e-4,Population weighted
6.172426001404777e-4,Population weighted
4.8256907548159766e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.145658609464328e-4,Population weighted
5.840212303219056e-4,Population weighted
6.105387178766471e-4,Population weighted
6.189643663941972e-4,Population weighted
5.807987172852981e-4,Population weighted
5.736342557300152e-4,Population weighted
5.87736806805153e-4,Population weighted
6.541195143712527e-4,Population weighted
6.071652403067008e-4,Population weighted
5.820899415366328e-4,Population weighted
6.124995967908226e-4,Population weighted
7.026851574200872e-4,Population weighted
6.500295136957909e-4,Population weighted
6.238882265659146e-4,Population weighted
5.671539077819289e-4,Population weighted
5.984078847233129e-4,Population weighted
6.109200391512364e-4,Population weighted
5.917604156165982e-4,Population weighted
5.70420720246795e-4,Population weighted
6.220785989943536e-4,Population weighted
6.255630651660788e-4,Population weighted
5.769504825927198e-4,Population weighted
6.447876766865473e-4,Population weighted
6.268515556583637e-4,Population weighted
6.392067534524483e-4,Population weighted
6.056854961170849e-4,Population weighted
6.492604863627168e-4,Population weighted
6.030366728900819e-4,Population weighted
6.665521570437147e-4,Population weighted
5.721788151959343e-4,Population weighted
5.689064911162057e-4,Population weighted
5.846162892349304e-4,Population weighted
5.713248892986763e-4,Population weighted
6.104764312769949e-4,Population weighted
5.765957688467241e-4,Population weighted
6.578737535778552e-4,Population weighted
5.485908734806484e-4,Population weighted
6.060479089803244e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.021975593111608e-4,Population weighted
5.783053769786852e-4,Population weighted
5.998116782983984e-4,Population weighted
7.05035332962912e-4,Population weighted
6.727401007053331e-4,Population weighted
7.350218194992386e-4,Population weighted
5.72778903634034e-4,Population weighted
6.270036493508141e-4,Population weighted
6.212240283915172e-4,Population weighted
6.563927013912888e-4,Population weighted
5.952190780571903e-4,Population weighted
5.67824738762512e-4,Population weighted
6.057158775728966e-4,Population weighted
5.760364902632996e-4,Population weighted
6.048023172779682e-4,Population weighted
5.477396469669151e-4,Population weighted
5.296631132175539e-4,Population weighted
5.287798785719428e-4,Population weighted
5.996700073427768e-4,Population weighted
5.781814962466231e-4,Population weighted
5.755944082544562e-4,Population weighted
5.697222371447309e-4,Population weighted
6.359104996187786e-4,Population weighted
5.345121612740336e-4,Population weighted
5.540182349993868e-4,Population weighted
5.906086455093072e-4,Population weighted
5.292210899546067e-4,Population weighted
5.031262927512163e-4,Population weighted
5.017432426240873e-4,Population weighted
5.153384377026187e-4,Population weighted
6.600666257913106e-4,Population weighted
5.542227777483015e-4,Population weighted
6.076549547395373e-4,Population weighted
6.475299508578983e-4,Population weighted
6.258198095936593e-4,Population weighted
5.832016613855788e-4,Population weighted
6.101729430889019e-4,Population weighted
7.746146418186169e-4,Population weighted
6.296399905856782e-4,Population weighted
6.065455895245144e-4,Population weighted
5.023146498416348e-4,Population weighted
5.821313018912577e-4,Population weighted
5.84969768399336e-4,Population weighted
5.892876917255559e-4,Population weighted
6.075753274243108e-4,Population weighted
5.455978512131676e-4,Population weighted
6.285595945207181e-4,Population weighted
5.721754482051677e-4,Population weighted
5.489659240127269e-4,Population weighted
6.140155781805749e-4,Population weighted
6.370970662019248e-4,Population weighted
5.024100150279572e-4,Population weighted
6.337368278027374e-4,Population weighted
6.053820120271426e-4,Population weighted
5.817882629227658e-4,Population weighted
6.294215027995558e-4,Population weighted
6.322740773951558e-4,Population weighted
6.042545243141979e-4,Population weighted
6.005487364781487e-4,Population weighted
5.510048287205316e-4,Population weighted
6.122374743184523e-4,Population weighted
5.298929190704494e-4,Population weighted
6.5958886840411e-4,Population weighted
5.337505407542804e-4,Population weighted
5.857469425362192e-4,Population weighted
5.734807149574314e-4,Population weighted
6.195900694056089e-4,Population weighted
6.029416116160268e-4,Population weighted
6.736318016194987e-4,Population weighted
6.053512117585733e-4,Population weighted
5.857421256464595e-4,Population weighted
5.4748314354032e-4,Population weighted
6.825142328056005e-4,Population weighted
5.803877382941149e-4,Population weighted
6.313181604298705e-4,Population weighted
6.008536735213954e-4,Population weighted
5.55967808831603e-4,Population weighted
9.233204954683203e-4,Population weighted
6.139045312906907e-4,Population weighted
6.277883379768535e-4,Population weighted
6.41466326764113e-4,Population weighted
6.079093300901257e-4,Population weighted
5.477859550769554e-4,Population weighted
6.299647997747832e-4,Population weighted
5.837106250528892e-4,Population weighted
6.03806965358575e-4,Population weighted
5.843864305681931e-4,Population weighted
5.515586332255272e-4,Population weighted
6.020813151998029e-4,Population weighted
6.122591516534714e-4,Population weighted
5.701264853467368e-4,Population weighted
5.486198927429425e-4,Population weighted
6.439638459028628e-4,Population weighted
5.802457563688169e-4,Population weighted
6.713626444613221e-4,Population weighted
6.261792798965372e-4,Population weighted
5.766022666423191e-4,Population weighted
5.902923678700766e-4,Population weighted
6.172092226521057e-4,Population weighted
6.286421180788618e-4,Population weighted
5.458936428006086e-4,Population weighted
6.737612940653968e-4,Population weighted
7.261843761976213e-4,Population weighted
7.755484830187976e-4,Population weighted
6.113677565282339e-4,Population weighted
5.947483724986387e-4,Population weighted
5.917742377943725e-4,Population weighted
6.169909472590955e-4,Population weighted
5.84369279852074e-4,Population weighted
6.23639182808432e-4,Population weighted
5.849238510925284e-4,Population weighted
6.284566655564622e-4,Population weighted
6.29768304185931e-4,Population weighted
6.047828043479128e-4,Population weighted
5.69658503869461e-4,Population weighted
5.718608140579703e-4,Population weighted
6.549338165639117e-4,Population weighted
6.926311777871474e-4,Population weighted
6.690891083303952e-4,Population weighted
5.709494747498298e-4,Population weighted
6.186933229504313e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.487124583977362e-4,Population weighted
5.152841876062656e-4,Population weighted
5.564398975462561e-4,Population weighted
5.743193045129817e-4,Population weighted
6.925286872945699e-4,Population weighted
5.461776282389883e-4,Population weighted
6.460735883158183e-4,Population weighted
5.687915091608262e-4,Population weighted
5.842475166017449e-4,Population weighted
5.34095663561599e-4,Population weighted
5.761813050087364e-4,Population weighted
5.833094149614205e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.60331271585507e-4,Population weighted
6.019008729493375e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.297309382981142e-4,Population weighted
6.51220241169658e-4,Population weighted
6.077248669673057e-4,Population weighted
5.868176420239124e-4,Population weighted
6.316716596476177e-4,Population weighted
5.873772240059323e-4,Population weighted
6.165004394976786e-4,Population weighted
5.930174004150676e-4,Population weighted
6.214979464772238e-4,Population weighted
5.686620207584224e-4,Population weighted
6.068489676877296e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.879406994378542e-4,Population weighted
6.163339566031317e-4,Population weighted
6.861486967608989e-4,Population weighted
6.669835819072133e-4,Population weighted
6.248584174268653e-4,Population weighted
6.044285328610532e-4,Population weighted
5.748510794359725e-4,Population weighted
7.263767731476575e-4,Population weighted
5.322210394134373e-4,Population weighted
6.258311721464619e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.295375844498259e-4,Population weighted
6.077502101229673e-4,Population weighted
5.673876200397862e-4,Population weighted
5.152795240436747e-4,Population weighted
5.885393246981308e-4,Population weighted
6.109833360164152e-4,Population weighted
6.361012067656316e-4,Population weighted
5.799105428046861e-4,Population weighted
5.131436008031507e-4,Population weighted
5.139523749858378e-4,Population weighted
6.742364148520421e-4,Population weighted
6.597231626560921e-4,Population weighted
6.241517900781367e-4,Population weighted
6.222376279091037e-4,Population weighted
5.870591918907928e-4,Population weighted
6.521685286632766e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.500945597592823e-4,Population weighted
5.309314419335272e-4,Population weighted
5.011068587820795e-4,Population weighted
5.581838247573972e-4,Population weighted
6.363409160716796e-4,Population weighted
6.365361672708485e-4,Population weighted
6.080879913643946e-4,Population weighted
7.186298312866798e-4,Population weighted
7.188892944217566e-4,Population weighted
6.70126784468562e-4,Population weighted
6.303650543865675e-4,Population weighted
6.863168179193289e-4,Population weighted
6.278318223834168e-4,Population weighted
6.410743129443581e-4,Population weighted
6.6077881934041e-4,Population weighted
5.877005043098942e-4,Population weighted
5.653787729897946e-4,Population weighted
6.828214182406301e-4,Population weighted
5.740860529076529e-4,Population weighted
6.361876808548293e-4,Population weighted
6.338910065848259e-4,Population weighted
6.365566981395255e-4,Population weighted
7.120281358751702e-4,Population weighted
6.283895796176964e-4,Population weighted
6.195775200402348e-4,Population weighted
6.365872968567573e-4,Population weighted
6.551257159399382e-4,Population weighted
6.579897466958091e-4,Population weighted
6.36678992826027e-4,Population weighted
5.136713432229763e-4,Population weighted
5.868534427849489e-4,Population weighted
9.741014288235369e-4,Population weighted
6.365545207732392e-4,Population weighted
6.367110040744178e-4,Population weighted
7.048868397460159e-4,Population weighted
6.367630971354086e-4,Population weighted
6.161564515981153e-4,Population weighted
6.04165450599806e-4,Population weighted
6.520539392226577e-4,Population weighted
8.627929875592458e-4,Population weighted
4.8256907548159766e-4,Population weighted
6.033023713770505e-4,Population weighted
5.685403880429832e-4,Population weighted
6.308123189449599e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.460731326420803e-4,Population weighted
4.8256907548159766e-4,Population weighted
5.429035714345333e-4,Population weighted
5.644699613069024e-4,Population weighted
0.001121238026338206,Population weighted
6.798837638440013e-4,Population weighted
6.10776063854367e-4,Population weighted
6.15555248307756e-4,Population weighted
6.368500340463189e-4,Population weighted
6.319477679130785e-4,Population weighted
7.217048767544407e-4,Population weighted
6.11113100385934e-4,Population weighted
5.326976414238225e-4,Population weighted
5.7817236657882e-4,Population weighted
7.115273270254599e-4,Population weighted
6.126660847638798e-4,Population weighted
6.368687606153914e-4,Population weighted
5.43494480721869e-4,Population weighted
6.368843907868874e-4,Population weighted
6.36906818543788e-4,Population weighted
5.927694389359973e-4,Population weighted
6.490917468857156e-4,Population weighted
