omega,weighting
6.390174274061197e-4,Equally weighted
6.429408355549942e-4,Equally weighted
5.734375663826317e-4,Equally weighted
5.498896552428808e-4,Equally weighted
5.665585756202719e-4,Equally weighted
5.510219412212982e-4,Equally weighted
6.530103033590397e-4,Equally weighted
5.534714752349999e-4,Equally weighted
5.77287293051448e-4,Equally weighted
6.131415982413349e-4,Equally weighted
6.387604404377806e-4,Equally weighted
5.995522861641982e-4,Equally weighted
5.990211184490922e-4,Equally weighted
6.04024550929331e-4,Equally weighted
5.738617930847314e-4,Equally weighted
5.836652255038244e-4,Equally weighted
6.094765535234416e-4,Equally weighted
6.018256616189813e-4,Equally weighted
5.779055433489292e-4,Equally weighted
6.170068981003758e-4,Equally weighted
6.381211020810061e-4,Equally weighted
7.866464558161597e-4,Equally weighted
5.574709182992279e-4,Equally weighted
5.550286975757958e-4,Equally weighted
5.961580624231951e-4,Equally weighted
6.10793291424875e-4,Equally weighted
6.027887831084334e-4,Equally weighted
5.815410561304339e-4,Equally weighted
5.558986323096831e-4,Equally weighted
6.09383086546541e-4,Equally weighted
6.191528991805562e-4,Equally weighted
6.362619734051819e-4,Equally weighted
6.033627858923984e-4,Equally weighted
5.488960406054438e-4,Equally weighted
6.235940500520753e-4,Equally weighted
5.997300531905664e-4,Equally weighted
5.817597732850139e-4,Equally weighted
6.068311253891435e-4,Equally weighted
6.152277207758732e-4,Equally weighted
6.453381995426712e-4,Equally weighted
6.236423922250233e-4,Equally weighted
5.861066047364756e-4,Equally weighted
6.110874134851803e-4,Equally weighted
5.947538552841183e-4,Equally weighted
7.018735245170184e-4,Equally weighted
5.117141928747205e-4,Equally weighted
5.808152876793449e-4,Equally weighted
5.730466269109689e-4,Equally weighted
6.215101667291341e-4,Equally weighted
5.894279280048973e-4,Equally weighted
6.040960312007256e-4,Equally weighted
5.748868788192174e-4,Equally weighted
5.734066843280985e-4,Equally weighted
6.186772571029074e-4,Equally weighted
6.38428161559832e-4,Equally weighted
5.941454468230065e-4,Equally weighted
5.735570800291413e-4,Equally weighted
6.074257805889401e-4,Equally weighted
5.674611691571889e-4,Equally weighted
6.335077386240362e-4,Equally weighted
5.743800829051296e-4,Equally weighted
6.118864835766477e-4,Equally weighted
6.379883117245017e-4,Equally weighted
6.284113080854856e-4,Equally weighted
5.670956364946175e-4,Equally weighted
6.064610657358425e-4,Equally weighted
6.0682944084057e-4,Equally weighted
5.561130186772157e-4,Equally weighted
6.272046493539423e-4,Equally weighted
6.286837063306986e-4,Equally weighted
6.813686973991919e-4,Equally weighted
5.923106170480022e-4,Equally weighted
7.088011532099814e-4,Equally weighted
6.05423691804825e-4,Equally weighted
5.678691903545406e-4,Equally weighted
5.93270555571615e-4,Equally weighted
5.712138015848301e-4,Equally weighted
5.700282805720818e-4,Equally weighted
6.000933670742906e-4,Equally weighted
6.246382945372584e-4,Equally weighted
5.770789400312265e-4,Equally weighted
5.557384978153514e-4,Equally weighted
5.765421788141548e-4,Equally weighted
6.40289602098712e-4,Equally weighted
5.116507023320756e-4,Equally weighted
6.682619455169922e-4,Equally weighted
6.629569670644233e-4,Equally weighted
7.13610948155259e-4,Equally weighted
5.414922529336047e-4,Equally weighted
5.114252764284153e-4,Equally weighted
7.0137130022114e-4,Equally weighted
5.499320093281109e-4,Equally weighted
6.312828456058406e-4,Equally weighted
6.078666955420163e-4,Equally weighted
5.286192153724319e-4,Equally weighted
6.42224096416097e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.061683888804631e-4,Equally weighted
6.852647598524881e-4,Equally weighted
6.019486205534732e-4,Equally weighted
7.119422899626349e-4,Equally weighted
6.477449397768952e-4,Equally weighted
6.539709370547717e-4,Equally weighted
6.108583286770561e-4,Equally weighted
6.153764839759116e-4,Equally weighted
6.653943591377682e-4,Equally weighted
7.460937163243042e-4,Equally weighted
6.15626159813058e-4,Equally weighted
6.48494192896205e-4,Equally weighted
6.483599535186604e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.20826031734335e-4,Equally weighted
6.325137832857172e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.457926839467171e-4,Equally weighted
6.682878721674655e-4,Equally weighted
5.990307411327398e-4,Equally weighted
7.453045387173704e-4,Equally weighted
6.35584110414233e-4,Equally weighted
5.507326286728248e-4,Equally weighted
6.008318401921655e-4,Equally weighted
6.504121470509664e-4,Equally weighted
5.645682868853256e-4,Equally weighted
6.200751804730596e-4,Equally weighted
5.720761676132427e-4,Equally weighted
6.199222256117802e-4,Equally weighted
7.180689065868446e-4,Equally weighted
6.33239092559873e-4,Equally weighted
6.298631048885266e-4,Equally weighted
6.100931719749312e-4,Equally weighted
7.03020391461587e-4,Equally weighted
6.702974563313679e-4,Equally weighted
6.564159415161448e-4,Equally weighted
5.790005389995134e-4,Equally weighted
6.886688830919541e-4,Equally weighted
6.109764349715507e-4,Equally weighted
6.780022375524074e-4,Equally weighted
6.102433138948266e-4,Equally weighted
5.945059430209864e-4,Equally weighted
5.958318741349547e-4,Equally weighted
5.937649746928105e-4,Equally weighted
5.975249008722254e-4,Equally weighted
6.69969420225609e-4,Equally weighted
6.117367190153142e-4,Equally weighted
6.051196895542091e-4,Equally weighted
6.168769048957721e-4,Equally weighted
6.223472673172909e-4,Equally weighted
6.209821198202791e-4,Equally weighted
6.977894448819362e-4,Equally weighted
5.699563640780975e-4,Equally weighted
6.101305320958476e-4,Equally weighted
5.726642832175658e-4,Equally weighted
6.866535694645509e-4,Equally weighted
6.630107244971894e-4,Equally weighted
7.059767447368196e-4,Equally weighted
5.85576862576361e-4,Equally weighted
6.230702523445545e-4,Equally weighted
6.270129417458475e-4,Equally weighted
6.465948532550062e-4,Equally weighted
6.93566438040499e-4,Equally weighted
7.054734136832877e-4,Equally weighted
6.478365071931304e-4,Equally weighted
5.967768709810326e-4,Equally weighted
6.581652153608742e-4,Equally weighted
5.945439228847278e-4,Equally weighted
5.722547843009845e-4,Equally weighted
5.945208878755557e-4,Equally weighted
6.083531081820183e-4,Equally weighted
5.747935981235584e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.109747864859783e-4,Equally weighted
6.204851188160632e-4,Equally weighted
5.264259984650829e-4,Equally weighted
6.342144763411699e-4,Equally weighted
5.35386200406969e-4,Equally weighted
5.360290642934042e-4,Equally weighted
5.955387342982671e-4,Equally weighted
6.57517722136268e-4,Equally weighted
5.83701504068209e-4,Equally weighted
6.301108795670614e-4,Equally weighted
6.069047240856411e-4,Equally weighted
5.785880796921191e-4,Equally weighted
6.572351598127201e-4,Equally weighted
6.031136631578549e-4,Equally weighted
5.723286496762884e-4,Equally weighted
6.179356841367275e-4,Equally weighted
5.904405945199327e-4,Equally weighted
5.363342690855492e-4,Equally weighted
6.23189631094205e-4,Equally weighted
6.324043871364371e-4,Equally weighted
6.200827931016652e-4,Equally weighted
6.868642041466471e-4,Equally weighted
6.093827874404456e-4,Equally weighted
6.494952815768635e-4,Equally weighted
6.188476731884803e-4,Equally weighted
5.11720939210981e-4,Equally weighted
6.390800998821742e-4,Equally weighted
6.29788529883769e-4,Equally weighted
6.218934188537907e-4,Equally weighted
6.142920326108073e-4,Equally weighted
5.752762330483124e-4,Equally weighted
6.098671169996886e-4,Equally weighted
5.78273174536285e-4,Equally weighted
6.219290095443329e-4,Equally weighted
6.930426422029566e-4,Equally weighted
5.977206091988234e-4,Equally weighted
5.680477334320617e-4,Equally weighted
5.811921336612224e-4,Equally weighted
5.672885463245405e-4,Equally weighted
7.334453988690533e-4,Equally weighted
5.737670341153496e-4,Equally weighted
6.239682834303937e-4,Equally weighted
5.707305672399662e-4,Equally weighted
6.909666984483712e-4,Equally weighted
5.512111073968781e-4,Equally weighted
6.046023223877001e-4,Equally weighted
5.812556462948537e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.812395601224925e-4,Equally weighted
6.041793100512122e-4,Equally weighted
6.016653446349796e-4,Equally weighted
5.733831993831261e-4,Equally weighted
5.944862013870048e-4,Equally weighted
6.486588537598631e-4,Equally weighted
6.213869836363458e-4,Equally weighted
6.00877501842864e-4,Equally weighted
5.87276955899668e-4,Equally weighted
5.811906684297489e-4,Equally weighted
5.81163147254373e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.81103063649607e-4,Equally weighted
5.482586424944786e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.911143286233649e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.811080477677058e-4,Equally weighted
5.811070156992671e-4,Equally weighted
5.911280217714928e-4,Equally weighted
5.717376751708675e-4,Equally weighted
6.149578574834938e-4,Equally weighted
5.811020319866809e-4,Equally weighted
7.455776543077529e-4,Equally weighted
5.811503165502728e-4,Equally weighted
5.635146164338172e-4,Equally weighted
5.885025022216203e-4,Equally weighted
5.531923531809572e-4,Equally weighted
6.360625717276468e-4,Equally weighted
5.575250477328914e-4,Equally weighted
6.993708702371303e-4,Equally weighted
6.518245062637722e-4,Equally weighted
5.698015109529054e-4,Equally weighted
7.059972700269741e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.176424200001012e-4,Equally weighted
6.204874877720698e-4,Equally weighted
6.620125532128152e-4,Equally weighted
6.525755442955144e-4,Equally weighted
5.810387729829306e-4,Equally weighted
5.732664134066612e-4,Equally weighted
5.529918655158125e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.663183873940536e-4,Equally weighted
6.130781371704328e-4,Equally weighted
6.14169541646367e-4,Equally weighted
5.812207560177583e-4,Equally weighted
6.060548823520715e-4,Equally weighted
6.457420842535036e-4,Equally weighted
5.785532758450722e-4,Equally weighted
6.536632235575189e-4,Equally weighted
5.283148336903164e-4,Equally weighted
5.479718724711542e-4,Equally weighted
5.811896323124941e-4,Equally weighted
5.712840334676824e-4,Equally weighted
6.346459087272856e-4,Equally weighted
6.669294914377066e-4,Equally weighted
7.135727188641005e-4,Equally weighted
6.058449484134936e-4,Equally weighted
6.025608760724367e-4,Equally weighted
6.41678226835465e-4,Equally weighted
6.934856275202749e-4,Equally weighted
6.400078060220818e-4,Equally weighted
5.674337727643552e-4,Equally weighted
6.495114038164542e-4,Equally weighted
6.640921877180929e-4,Equally weighted
6.508545281275918e-4,Equally weighted
9.193088671267316e-4,Equally weighted
6.584334166347238e-4,Equally weighted
6.436086228132558e-4,Equally weighted
5.891720541734418e-4,Equally weighted
7.197285811713527e-4,Equally weighted
5.83166315327351e-4,Equally weighted
6.294299269675766e-4,Equally weighted
5.681786857823178e-4,Equally weighted
5.92542041305647e-4,Equally weighted
5.69258074384056e-4,Equally weighted
5.116438093169452e-4,Equally weighted
5.488881778063679e-4,Equally weighted
5.909526138521841e-4,Equally weighted
6.91771488755256e-4,Equally weighted
6.235312121981583e-4,Equally weighted
5.932976949559439e-4,Equally weighted
6.992784854322247e-4,Equally weighted
6.037615921276161e-4,Equally weighted
6.174968763057054e-4,Equally weighted
5.841805654395845e-4,Equally weighted
6.841652701288299e-4,Equally weighted
6.019998394957369e-4,Equally weighted
5.82083477652528e-4,Equally weighted
6.184095349949081e-4,Equally weighted
5.698273032213146e-4,Equally weighted
6.31691407375709e-4,Equally weighted
6.898729151396791e-4,Equally weighted
6.990092474414504e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.723318018880754e-4,Equally weighted
5.695820689889749e-4,Equally weighted
6.814155174494709e-4,Equally weighted
5.1090230189587e-4,Equally weighted
6.311425253593469e-4,Equally weighted
6.199604814088516e-4,Equally weighted
5.881930297136063e-4,Equally weighted
6.460129157469862e-4,Equally weighted
5.284993261408579e-4,Equally weighted
6.798847184463717e-4,Equally weighted
5.573135850713151e-4,Equally weighted
6.611730957799143e-4,Equally weighted
6.548550269576586e-4,Equally weighted
6.236249165304408e-4,Equally weighted
6.213768070236715e-4,Equally weighted
5.653942301238849e-4,Equally weighted
6.613468337407571e-4,Equally weighted
6.011564672893494e-4,Equally weighted
7.728436124655294e-4,Equally weighted
6.538018630241255e-4,Equally weighted
6.043645848102548e-4,Equally weighted
6.60457357316176e-4,Equally weighted
6.100831952307419e-4,Equally weighted
6.017906421657043e-4,Equally weighted
6.124151197569043e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.10339007395649e-4,Equally weighted
6.194353009967993e-4,Equally weighted
6.330649392594669e-4,Equally weighted
5.690788709755909e-4,Equally weighted
6.444028842489388e-4,Equally weighted
6.263927522767384e-4,Equally weighted
6.100620814624505e-4,Equally weighted
6.831534339278941e-4,Equally weighted
6.970448956445496e-4,Equally weighted
5.945589152696847e-4,Equally weighted
5.700080687560125e-4,Equally weighted
6.02703324475734e-4,Equally weighted
6.96170980607649e-4,Equally weighted
6.123688883087823e-4,Equally weighted
6.406435896568948e-4,Equally weighted
5.487034698462279e-4,Equally weighted
6.954833124725091e-4,Equally weighted
6.056875438162976e-4,Equally weighted
7.076089263845696e-4,Equally weighted
6.593602356926464e-4,Equally weighted
5.792127990463873e-4,Equally weighted
6.065896458142128e-4,Equally weighted
5.582511933105242e-4,Equally weighted
6.408805187895217e-4,Equally weighted
6.919689966192736e-4,Equally weighted
5.826632063845914e-4,Equally weighted
5.974925257037725e-4,Equally weighted
6.096295449349378e-4,Equally weighted
6.527716122354445e-4,Equally weighted
6.630817689023823e-4,Equally weighted
6.600221295319542e-4,Equally weighted
5.921885796252492e-4,Equally weighted
5.943587150085698e-4,Equally weighted
6.19652388817984e-4,Equally weighted
5.574418723255912e-4,Equally weighted
6.659080380034621e-4,Equally weighted
6.320656944914323e-4,Equally weighted
6.047414961834738e-4,Equally weighted
7.303896752676824e-4,Equally weighted
5.729993331094975e-4,Equally weighted
6.166071777145949e-4,Equally weighted
6.094224488999111e-4,Equally weighted
6.67567735187251e-4,Equally weighted
6.263122615468805e-4,Equally weighted
6.11784049322853e-4,Equally weighted
5.725311899959821e-4,Equally weighted
5.729430313184382e-4,Equally weighted
5.944247159993772e-4,Equally weighted
6.608687563747331e-4,Equally weighted
5.944004186835656e-4,Equally weighted
6.296949377528599e-4,Equally weighted
5.83085805944268e-4,Equally weighted
6.235276407209669e-4,Equally weighted
5.832074707280084e-4,Equally weighted
5.660075994178691e-4,Equally weighted
5.746912797811323e-4,Equally weighted
7.233303561562426e-4,Equally weighted
6.16323062102235e-4,Equally weighted
7.000005179627504e-4,Equally weighted
6.007294086465339e-4,Equally weighted
6.004844548957933e-4,Equally weighted
5.355536832958128e-4,Equally weighted
5.57590493405327e-4,Equally weighted
6.68827332718142e-4,Equally weighted
7.468396424546874e-4,Equally weighted
7.878839550314191e-4,Equally weighted
5.659912548645254e-4,Equally weighted
5.957464327088402e-4,Equally weighted
7.125207033680991e-4,Equally weighted
5.975136705049888e-4,Equally weighted
5.944790085643492e-4,Equally weighted
5.992438849178551e-4,Equally weighted
6.403402355426221e-4,Equally weighted
6.637268335695866e-4,Equally weighted
6.12665533745341e-4,Equally weighted
5.976576913126612e-4,Equally weighted
6.062033545428837e-4,Equally weighted
5.944918625758363e-4,Equally weighted
5.048662974253106e-4,Equally weighted
7.149902789244785e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.190130230332261e-4,Equally weighted
6.892094235587378e-4,Equally weighted
5.967277325318412e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.917494645575271e-4,Equally weighted
6.929467722847541e-4,Equally weighted
6.125666183114968e-4,Equally weighted
6.42145414985888e-4,Equally weighted
5.945271462075288e-4,Equally weighted
6.139084876546584e-4,Equally weighted
5.965727574569689e-4,Equally weighted
6.299868246512499e-4,Equally weighted
6.516639525532717e-4,Equally weighted
6.290460709489939e-4,Equally weighted
5.945454708481887e-4,Equally weighted
6.239317545399845e-4,Equally weighted
6.0425249577162e-4,Equally weighted
5.781947799903175e-4,Equally weighted
5.353836008141962e-4,Equally weighted
5.779584344699473e-4,Equally weighted
5.391926640140365e-4,Equally weighted
6.788497902661455e-4,Equally weighted
6.053435275094393e-4,Equally weighted
5.943721424597469e-4,Equally weighted
5.991061435356755e-4,Equally weighted
6.904941197444577e-4,Equally weighted
6.594418883946756e-4,Equally weighted
5.895712872179396e-4,Equally weighted
5.513485051012935e-4,Equally weighted
5.659113323073481e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.658464819052482e-4,Equally weighted
5.945509129753724e-4,Equally weighted
5.997285855721663e-4,Equally weighted
5.705276420356916e-4,Equally weighted
6.066518756957837e-4,Equally weighted
6.036278011797038e-4,Equally weighted
5.777186263582189e-4,Equally weighted
6.46008144342175e-4,Equally weighted
6.167974564260436e-4,Equally weighted
6.043775025960246e-4,Equally weighted
9.987691616103883e-4,Equally weighted
6.065794214037299e-4,Equally weighted
5.748882709598785e-4,Equally weighted
5.762272395646085e-4,Equally weighted
5.648268001812139e-4,Equally weighted
5.926081625442011e-4,Equally weighted
6.480647646767093e-4,Equally weighted
5.93486446769721e-4,Equally weighted
7.84469371093815e-4,Equally weighted
6.092836794341044e-4,Equally weighted
7.007146339221323e-4,Equally weighted
6.679749626137741e-4,Equally weighted
5.962137141538774e-4,Equally weighted
6.266414618833284e-4,Equally weighted
6.544760040992157e-4,Equally weighted
5.876926769423526e-4,Equally weighted
6.458081232852055e-4,Equally weighted
5.690556823508619e-4,Equally weighted
6.930111972818663e-4,Equally weighted
5.945574529046298e-4,Equally weighted
5.744304706681439e-4,Equally weighted
6.358263929910218e-4,Equally weighted
5.945711577917045e-4,Equally weighted
5.645717950388053e-4,Equally weighted
6.042287591571085e-4,Equally weighted
6.705751421793145e-4,Equally weighted
5.945891337702978e-4,Equally weighted
5.9684982674004e-4,Equally weighted
6.21996461586236e-4,Equally weighted
6.508675981205703e-4,Equally weighted
5.90633925122255e-4,Equally weighted
5.752192042217504e-4,Equally weighted
6.566652821074135e-4,Equally weighted
6.065445074006113e-4,Equally weighted
5.786271779972791e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.640985285925074e-4,Equally weighted
6.556027500237219e-4,Equally weighted
5.986859812560613e-4,Equally weighted
6.216879051220654e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.164392091243887e-4,Equally weighted
5.392398815976317e-4,Equally weighted
5.671059645607325e-4,Equally weighted
5.516706205421697e-4,Equally weighted
5.956632651429883e-4,Equally weighted
6.49327717925796e-4,Equally weighted
6.582969609477918e-4,Equally weighted
6.150288048650446e-4,Equally weighted
5.512472440462744e-4,Equally weighted
6.22933866069636e-4,Equally weighted
6.251294609200994e-4,Equally weighted
5.94611172437956e-4,Equally weighted
6.595368367267853e-4,Equally weighted
7.749077187040954e-4,Equally weighted
0.0010466685835316834,Equally weighted
6.268925191491204e-4,Equally weighted
6.745008118103444e-4,Equally weighted
6.58412872150409e-4,Equally weighted
5.978708109959792e-4,Equally weighted
5.757725733120285e-4,Equally weighted
5.179515745515533e-4,Equally weighted
5.113231047245938e-4,Equally weighted
8.627885133360265e-4,Equally weighted
6.280441528355007e-4,Equally weighted
5.759539559711057e-4,Equally weighted
5.782242176793e-4,Equally weighted
6.018671178718293e-4,Equally weighted
7.38848845077921e-4,Equally weighted
6.304983189535627e-4,Equally weighted
6.06113663062394e-4,Equally weighted
5.699063531519478e-4,Equally weighted
6.767507932212562e-4,Equally weighted
6.14003249903373e-4,Equally weighted
5.977180885453226e-4,Equally weighted
6.209513280294051e-4,Equally weighted
6.176123722946023e-4,Equally weighted
5.946128245472247e-4,Equally weighted
6.293805110958982e-4,Equally weighted
5.415786284946404e-4,Equally weighted
5.745088278688231e-4,Equally weighted
6.075830185238358e-4,Equally weighted
6.273353584392389e-4,Equally weighted
6.040103789492456e-4,Equally weighted
5.946422719283447e-4,Equally weighted
6.072356747841219e-4,Equally weighted
5.984310453417448e-4,Equally weighted
6.125721488648186e-4,Equally weighted
6.03680831254936e-4,Equally weighted
6.958267530420126e-4,Equally weighted
6.789020853445173e-4,Equally weighted
6.20139136133658e-4,Equally weighted
6.094215946024984e-4,Equally weighted
5.713821806693289e-4,Equally weighted
6.89674784939284e-4,Equally weighted
6.116910354300709e-4,Equally weighted
5.94659058570608e-4,Equally weighted
7.501128652062327e-4,Equally weighted
7.10763025167987e-4,Equally weighted
5.686976819566566e-4,Equally weighted
5.995179787590302e-4,Equally weighted
5.946688960411301e-4,Equally weighted
6.294235115320934e-4,Equally weighted
5.81854549808024e-4,Equally weighted
6.200029849479779e-4,Equally weighted
6.529792796535744e-4,Equally weighted
5.048662974253106e-4,Equally weighted
7.39020285133977e-4,Equally weighted
6.277611035535697e-4,Equally weighted
6.307477184132642e-4,Equally weighted
7.841097716485063e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.349937441860766e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.287698667952432e-4,Equally weighted
5.946705511309638e-4,Equally weighted
6.342899008354861e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.114924469550975e-4,Equally weighted
7.503520495085281e-4,Equally weighted
5.946975140013131e-4,Equally weighted
5.944292247062906e-4,Equally weighted
5.947177250005311e-4,Equally weighted
6.008756945804094e-4,Equally weighted
6.0400506641821e-4,Equally weighted
6.406358492301843e-4,Equally weighted
6.276257777711126e-4,Equally weighted
5.698102021239008e-4,Equally weighted
5.947301503441577e-4,Equally weighted
6.475936373351429e-4,Equally weighted
6.124129106538336e-4,Equally weighted
6.089068766003817e-4,Equally weighted
6.706442222109017e-4,Equally weighted
6.421407732137051e-4,Equally weighted
6.243229056249171e-4,Equally weighted
5.838631108355721e-4,Equally weighted
6.279343005122555e-4,Equally weighted
6.024997733250543e-4,Equally weighted
6.084122391813001e-4,Equally weighted
5.91880299750503e-4,Equally weighted
6.708158490548287e-4,Equally weighted
5.291469734937336e-4,Equally weighted
6.11341442955983e-4,Equally weighted
5.286419669966184e-4,Equally weighted
6.150803492894982e-4,Equally weighted
6.16320088381162e-4,Equally weighted
6.72787637773659e-4,Equally weighted
5.294114154883993e-4,Equally weighted
6.5452394275951e-4,Equally weighted
6.32592446188534e-4,Equally weighted
6.12001385860096e-4,Equally weighted
5.803017298309282e-4,Equally weighted
6.718095392366089e-4,Equally weighted
6.195478725495436e-4,Equally weighted
6.877994374066771e-4,Equally weighted
6.122376151053558e-4,Equally weighted
6.824883160618266e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.10516836006315e-4,Equally weighted
5.947571100746917e-4,Equally weighted
6.094847397781906e-4,Equally weighted
6.095882446303055e-4,Equally weighted
6.142039728147254e-4,Equally weighted
5.361235887674202e-4,Equally weighted
6.077179317972141e-4,Equally weighted
5.667444948328675e-4,Equally weighted
5.108553430587643e-4,Equally weighted
6.150412509661435e-4,Equally weighted
8.001026441920743e-4,Equally weighted
6.252148547044824e-4,Equally weighted
6.327517055746071e-4,Equally weighted
6.721796329272699e-4,Equally weighted
6.201662372137496e-4,Equally weighted
6.107010070291445e-4,Equally weighted
5.897649720654253e-4,Equally weighted
6.222319731214522e-4,Equally weighted
6.069984802371521e-4,Equally weighted
6.178910194269259e-4,Equally weighted
6.055798272303394e-4,Equally weighted
6.805861622634035e-4,Equally weighted
6.082955324212318e-4,Equally weighted
5.939054964111619e-4,Equally weighted
6.104855799645935e-4,Equally weighted
5.975101276953194e-4,Equally weighted
6.331093196114647e-4,Equally weighted
5.93862504719038e-4,Equally weighted
8.088541763506392e-4,Equally weighted
6.158181691800874e-4,Equally weighted
6.711151939081276e-4,Equally weighted
5.565396292925282e-4,Equally weighted
6.834926768939342e-4,Equally weighted
6.93617619096632e-4,Equally weighted
6.796951678486814e-4,Equally weighted
5.71186550028476e-4,Equally weighted
5.780900313195921e-4,Equally weighted
6.082287205602514e-4,Equally weighted
6.370228794291795e-4,Equally weighted
6.295382391289463e-4,Equally weighted
6.239499943919126e-4,Equally weighted
5.378881364846334e-4,Equally weighted
6.047172807333315e-4,Equally weighted
6.594828706357441e-4,Equally weighted
6.058479912406109e-4,Equally weighted
6.397414242741227e-4,Equally weighted
5.192450921102733e-4,Equally weighted
5.700965896554364e-4,Equally weighted
6.366982762488677e-4,Equally weighted
5.361240790719954e-4,Equally weighted
6.031262859111137e-4,Equally weighted
6.072672682246115e-4,Equally weighted
5.527651479881305e-4,Equally weighted
6.105708095542906e-4,Equally weighted
5.533299651011528e-4,Equally weighted
5.487110892442925e-4,Equally weighted
5.048662974253106e-4,Equally weighted
6.885943922361339e-4,Equally weighted
6.017139067929408e-4,Equally weighted
5.507509837063416e-4,Equally weighted
6.074941465422523e-4,Equally weighted
6.115535639624104e-4,Equally weighted
6.053667436573585e-4,Equally weighted
5.981355024784397e-4,Equally weighted
6.346422806858478e-4,Equally weighted
5.907887255147212e-4,Equally weighted
5.374714120846658e-4,Equally weighted
6.073465152547429e-4,Equally weighted
6.413791118697671e-4,Equally weighted
6.577894229478745e-4,Equally weighted
5.720116609236178e-4,Equally weighted
5.944315102849174e-4,Equally weighted
5.992046683821471e-4,Equally weighted
6.588404239144172e-4,Equally weighted
6.576431756688221e-4,Equally weighted
6.04718713369743e-4,Equally weighted
6.085496223520226e-4,Equally weighted
5.701175548791545e-4,Equally weighted
5.377250371779625e-4,Equally weighted
5.774864381428247e-4,Equally weighted
5.559628431236583e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.964406515935904e-4,Equally weighted
6.225441287645621e-4,Equally weighted
5.847479587346144e-4,Equally weighted
6.532887760599555e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.552312066807283e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.992255016324996e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.975879774004035e-4,Equally weighted
6.182806156977758e-4,Equally weighted
5.573454992026753e-4,Equally weighted
6.35056630101822e-4,Equally weighted
5.807079487118121e-4,Equally weighted
6.625513266979166e-4,Equally weighted
6.001194099809527e-4,Equally weighted
6.529024399028981e-4,Equally weighted
6.033769964217336e-4,Equally weighted
5.177649632367687e-4,Equally weighted
6.405089287448705e-4,Equally weighted
5.841531935176288e-4,Equally weighted
6.362894790353048e-4,Equally weighted
5.649368158240802e-4,Equally weighted
5.115203571227938e-4,Equally weighted
6.057396267322621e-4,Equally weighted
6.44661728905356e-4,Equally weighted
5.982888375724075e-4,Equally weighted
6.066875661558432e-4,Equally weighted
7.156996397607489e-4,Equally weighted
5.773788892361508e-4,Equally weighted
5.716474565337763e-4,Equally weighted
5.412726307040553e-4,Equally weighted
6.225520374506403e-4,Equally weighted
5.82289378952749e-4,Equally weighted
6.23867637284386e-4,Equally weighted
6.260975792177592e-4,Equally weighted
6.885268278364025e-4,Equally weighted
6.680525299188103e-4,Equally weighted
5.918493149248585e-4,Equally weighted
5.379272020835695e-4,Equally weighted
6.298569507984446e-4,Equally weighted
5.506862290837294e-4,Equally weighted
5.85860152575554e-4,Equally weighted
5.840853923654314e-4,Equally weighted
5.85935458846287e-4,Equally weighted
5.565904717064987e-4,Equally weighted
6.025357153375885e-4,Equally weighted
6.114861006025174e-4,Equally weighted
6.279225810656951e-4,Equally weighted
6.372052920310835e-4,Equally weighted
5.758901999795733e-4,Equally weighted
5.109485769672457e-4,Equally weighted
6.173567582760059e-4,Equally weighted
5.048662974253106e-4,Equally weighted
5.502319161464589e-4,Equally weighted
5.486972122880675e-4,Equally weighted
7.201330230724559e-4,Equally weighted
6.054707021873626e-4,Equally weighted
5.749580620426798e-4,Equally weighted
6.015102240571902e-4,Equally weighted
6.432018041264382e-4,Equally weighted
5.930648182963365e-4,Equally weighted
6.335062975339567e-4,Equally weighted
5.948285313827095e-4,Equally weighted
6.51453199695603e-4,Equally weighted
6.062387102793869e-4,Equally weighted
5.741980485350287e-4,Equally weighted
7.887550608904112e-4,Equally weighted
5.524830050522948e-4,Equally weighted
5.761012935040714e-4,Equally weighted
5.747159137984172e-4,Equally weighted
6.240593478101678e-4,Equally weighted
5.577148090162965e-4,Equally weighted
5.789702093511422e-4,Equally weighted
