placebo_year,estimate_eq,se_eq,estimate_wt,se_wt
2009,-37.2367018168787,41.865105592402664,-81.99253878590325,43.63866546124116
2010,-77.4246954125325,57.46550869491181,-112.40712196753783,56.68034331896968
2011,-204.11412442600457,94.92535264902358,-254.4979597479791,108.86280683071946
2012,-47.42849839572622,33.42743706120339,-40.76261043060562,32.14327317980919
